Seed  np arch1 arch2 chi2/dat duration
7541 57 10 3 18693.4 0.597335
8277 57 10 3 17.4287 175.425
6842 57 10 3 117835 0.610733
9862 57 10 3 236796 0.381091
2327 57 10 3 544463 0.583447
7573 57 10 3 182671 0.743344
3410 57 10 3 253819 33.1932
132 57 10 3 82427.2 12.5581
8822 57 10 3 15935.5 0.563726
4926 57 10 3 70241.3 0.557555
4634 57 10 3 1.03926e+07 0.567074
6516 57 10 3 42439.2 0.779314
1159 57 10 3 3.87972e+06 0.577122
9103 57 10 3 308492 67.7123
8932 57 10 3 273067 0.572719
4282 57 10 3 4.28185e+06 0.594635
2671 57 10 3 163128 0.610305
4490 57 10 3 498395 0.581107
5850 57 10 3 1.15121e+06 5.05678
1164 57 10 3 135672 0.389825
1550 57 10 3 40007 6.55629
1487 57 10 3 37325.4 92.3067
6073 57 10 3 4977 0.379728
9527 57 10 3 613.322 170.575
5544 57 10 3 1.33893e+06 0.557751
4362 57 10 3 659914 12.8694
463 57 10 3 0.971653 144.408
3090 57 10 3 37160.9 0.626024
4031 57 10 3 1968.69 0.596266
9042 57 10 3 2926.73 0.852454
93 57 10 3 70331.2 0.606893
1195 57 10 3 1.3682e+06 0.56876
545 57 10 3 1.99704e+06 0.557678
9067 57 10 3 4.77106e+06 0.601613
7555 57 10 3 1.24015e+08 0.557833
420 57 10 3 60578.8 67.8597
3093 57 10 3 0.973028 175.693
3644 57 10 3 9800.5 0.386996
3826 57 10 3 58360 0.582239
7373 57 10 3 783220 71.2858
6187 57 10 3 46444.7 0.598578
636 57 10 3 550426 0.385017
3828 57 10 3 5.15198e+06 0.559615
5992 57 10 3 1283.19 159.477
566 57 10 3 111544 0.583342
4188 57 10 3 28147.7 0.571901
6415 57 10 3 654.729 135.988
6545 57 10 3 32801.7 0.622601
436 57 10 3 1.91403e+06 0.758996
7513 57 10 3 7996.44 0.648309
8524 57 10 3 4.91337e+06 0.556981
