Seed  np arch1 arch2 chi2/dat duration
220 63 9 4 803960 30.3128
2127 63 9 4 160398 0.605395
185 63 9 4 157681 0.646282
815 63 9 4 1077.69 0.686172
4426 63 9 4 3.01949e+06 0.669787
3773 63 9 4 62851 0.418588
7289 63 9 4 5.07734e+06 0.609005
4114 63 9 4 392406 0.663802
3598 63 9 4 26603.5 43.0463
517 63 9 4 101600 0.425813
9668 63 9 4 343806 0.409812
7346 63 9 4 0.964309 176.121
3403 63 9 4 65.8981 156.484
8732 63 9 4 7952.18 0.415724
8840 63 9 4 28114.7 0.419076
8349 63 9 4 151652 0.660586
8121 63 9 4 0.972915 193.222
4431 63 9 4 186310 0.658945
9288 63 9 4 14960.6 24.6491
8756 63 9 4 137981 0.416993
3076 63 9 4 211825 0.617334
6017 63 9 4 110526 0.644813
5341 63 9 4 52573.2 0.616154
1324 63 9 4 4.88771e+06 0.616988
6647 63 9 4 1.81961e+06 0.858929
5388 63 9 4 454969 0.606038
9446 63 9 4 51043.5 0.4154
198 63 9 4 60827 25.206
4709 63 9 4 2.54145e+06 0.420886
393 63 9 4 18610.4 0.415389
7889 63 9 4 0.965222 213.927
1186 63 9 4 19154 1.57748
7624 63 9 4 1.06587e+06 0.613063
513 63 9 4 806697 0.620542
5 63 9 4 37316.6 0.415353
463 63 9 4 1280.13 196.658
8011 63 9 4 2.39318e+07 0.616949
6346 63 9 4 204.994 191.339
1696 63 9 4 5352.67 13.3053
2625 63 9 4 204075 0.659182
2425 63 9 4 1.35872e+06 0.682425
2660 63 9 4 163.008 188.037
8475 63 9 4 52.0499 135.123
6614 63 9 4 2.71522e+06 0.648565
5211 63 9 4 155500 0.644611
1691 63 9 4 95362.9 0.657041
370 63 9 4 443712 0.606012
250 63 9 4 766984 0.414128
715 63 9 4 204959 0.605071
8987 63 9 4 738779 0.417845
7932 63 9 4 1.22941e+07 0.40391
