Seed  np arch1 arch2 chi2/dat duration
803 52 9 3 1.09795e+06 0.484041
3988 52 9 3 195857 88.5101
3209 52 9 3 152114 16.6117
4684 52 9 3 415837 0.493737
8148 52 9 3 1284.91 0.574728
6669 52 9 3 35413.1 0.70665
1709 52 9 3 189689 23.9086
6501 52 9 3 587936 0.483968
7784 52 9 3 7.80141e+06 0.544797
4929 52 9 3 442804 0.545253
5667 52 9 3 29125.5 0.721482
8307 52 9 3 206642 0.517076
4612 52 9 3 9.13714e+06 127.106
185 52 9 3 258830 49.2536
90 52 9 3 2.04736e+06 0.511079
796 52 9 3 372640 0.339019
5493 52 9 3 54136.1 0.528996
1147 52 9 3 5.04708e+06 0.679603
7156 52 9 3 151511 0.502055
4588 52 9 3 875676 0.703596
898 52 9 3 41632.5 3.04674
9811 52 9 3 251897 0.332095
4081 52 9 3 311.822 123.214
593 52 9 3 1.99722e+07 0.492243
2512 52 9 3 1.95574e+06 0.524766
5404 52 9 3 863269 0.484602
6757 52 9 3 1.61697e+06 0.333602
2929 52 9 3 933372 0.333092
2497 52 9 3 252003 0.533638
2501 52 9 3 65889.9 3.73375
9240 52 9 3 649681 0.493606
5187 52 9 3 449958 33.0057
8749 52 9 3 99365.4 0.49276
9310 52 9 3 46967.2 0.347961
3988 52 9 3 195857 88.8986
3537 52 9 3 3.63987e+07 0.657598
2544 52 9 3 398803 0.486363
662 52 9 3 272415 39.577
3146 52 9 3 3.11095e+06 0.51703
3150 52 9 3 26.5192 137.103
4378 52 9 3 585875 0.332917
776 52 9 3 1.10267e+07 0.501613
4771 52 9 3 121269 1.89062
7121 52 9 3 812863 0.335504
5770 52 9 3 48413.5 2.86614
7243 52 9 3 4.96973 135.798
9044 52 9 3 2380.45 0.330789
4340 52 9 3 125803 0.487825
4977 52 9 3 855533 0.511527
1223 52 9 3 66917.3 0.543226
1660 52 9 3 255585 0.333051
