Seed  np arch1 arch2 chi2/dat duration
3590 45 6 4 3.91604e+07 0.449124
6240 45 6 4 48.6374 129.53
1861 45 6 4 295891 3.71201
23 45 6 4 46.5629 138.45
2207 45 6 4 791.698 2.44642
3724 45 6 4 257705 0.451862
2117 45 6 4 64057 0.495812
3003 45 6 4 2.33854e+06 0.474743
2116 45 6 4 2.23008e+06 7.69935
5843 45 6 4 1.1891e+07 0.457042
117 45 6 4 137270 0.463859
4297 45 6 4 7875.03 57.1986
4487 45 6 4 1.61632e+06 0.449647
162 45 6 4 7.60199e+06 0.877724
2469 45 6 4 198814 0.461655
1946 45 6 4 35574.2 18.905
4707 45 6 4 16025.5 0.449218
6067 45 6 4 8.23713e+06 0.458757
7580 45 6 4 97.5078 113.885
4924 45 6 4 174139 0.502245
5019 45 6 4 274960 0.508309
7292 45 6 4 67850.5 0.306854
3109 45 6 4 50960.4 118.397
4906 45 6 4 155772 0.462965
5086 45 6 4 7096.27 114.908
6296 45 6 4 368186 0.461156
7440 45 6 4 24.7592 133.046
5171 45 6 4 70739.8 1.77036
2565 45 6 4 164993 0.308539
8333 45 6 4 4.57683 122.321
2932 45 6 4 4094.25 40.2439
2851 45 6 4 8.79745e+06 0.459396
2878 45 6 4 6.44109e+08 0.454678
2353 45 6 4 810243 0.458645
606 45 6 4 495426 0.48094
9850 45 6 4 3.68268e+06 1.59003
8950 45 6 4 42704.2 84.5838
695 45 6 4 226344 0.3104
2574 45 6 4 117080 0.503602
6922 45 6 4 2.67987e+06 0.462979
3328 45 6 4 462578 9.74207
6087 45 6 4 389.277 90.8659
2770 45 6 4 0.998578 139.273
8821 45 6 4 3.58473e+06 2.07921
6515 45 6 4 4.94556e+06 4.49126
4433 45 6 4 8826.24 0.655542
724 45 6 4 720886 0.485794
3515 45 6 4 19.6011 132.196
643 45 6 4 299296 0.451236
2957 45 6 4 49764.9 0.332145
8080 45 6 4 159325 0.448778
