Seed  np arch1 arch2 chi2/dat duration
41 67 8 5 325337 7.05906
3700 67 8 5 3974.59 1.59517
238 67 8 5 51371.1 0.448512
4097 67 8 5 361075 0.642153
3885 67 8 5 23703.6 0.441277
425 67 8 5 171708 0.668892
2971 67 8 5 104.946 144.961
8708 67 8 5 214241 0.642808
4609 67 8 5 19813.8 1.64371
6988 67 8 5 213987 0.446234
6389 67 8 5 6776.04 0.701607
4797 67 8 5 0.965266 204.575
7179 67 8 5 60.9703 177.881
3544 67 8 5 240530 0.669837
9804 67 8 5 2.00701e+08 36.2426
4913 67 8 5 667311 0.656274
5428 67 8 5 47113.7 0.446729
6837 67 8 5 654870 1.19564
6124 67 8 5 0.970797 167.263
15 67 8 5 6563.13 27.6693
4313 67 8 5 211.48 191.006
7061 67 8 5 401852 0.650177
6413 67 8 5 168546 0.680332
6497 67 8 5 183600 0.661839
5274 67 8 5 0.96191 197.521
9148 67 8 5 1.60588e+09 0.650026
4296 67 8 5 922607 0.671105
8754 67 8 5 538576 0.448539
5803 67 8 5 83221.7 10.095
9190 67 8 5 36.3628 186.79
7647 67 8 5 2.17807e+06 0.443804
8356 67 8 5 73375.7 5.35468
1661 67 8 5 528315 2.75335
1599 67 8 5 6.25889e+07 0.642941
8901 67 8 5 0.964965 168.009
5094 67 8 5 1.05055e+06 0.700749
7621 67 8 5 164367 0.652055
7398 67 8 5 28069.7 0.712841
2762 67 8 5 24946.4 0.935356
3744 67 8 5 1.4176e+06 0.653109
2293 67 8 5 182210 1.14319
9900 67 8 5 944.622 199.211
6536 67 8 5 1853.34 3.13287
1807 67 8 5 518443 72.2371
9543 67 8 5 687608 0.64543
5195 67 8 5 3552.86 0.740082
7792 67 8 5 68156.3 64.3164
25 67 8 5 156621 0.659442
101 67 8 5 29996.6 119.968
5657 67 8 5 93427.9 124.273
5065 67 8 5 46190.5 0.943282
