Seed  np arch1 arch2 chi2/dat duration
9518 87 8 7 1636.27 91.8359
5910 87 8 7 236365 0.899013
4003 87 8 7 345911 1.52455
600 87 8 7 1.04336 231.387
82 87 8 7 484316 0.868645
3877 87 8 7 3.16401 235.33
4953 87 8 7 121639 18.8892
7697 87 8 7 10.1428 189.191
6233 87 8 7 38095.2 0.90269
9836 87 8 7 148319 0.869736
5969 87 8 7 650397 0.911836
1632 87 8 7 26.3476 247.838
2137 87 8 7 159662 0.892397
2293 87 8 7 231810 0.900032
3605 87 8 7 1233.72 0.948143
9188 87 8 7 4.95789e+06 1.22357
1741 87 8 7 94924 0.879284
227 87 8 7 532293 0.578303
6568 87 8 7 522263 0.898474
911 87 8 7 50076.3 0.858885
939 87 8 7 3.21206e+06 0.907032
5741 87 8 7 645.983 232.758
3658 87 8 7 844478 0.897214
6827 87 8 7 2.1299 236.448
2642 87 8 7 64133.3 10.474
4991 87 8 7 6.82296e+06 106.741
9052 87 8 7 376432 8.61016
8262 87 8 7 1871.46 3.21024
2023 87 8 7 84232.9 38.0328
7494 87 8 7 1.26888e+06 1.1331
3053 87 8 7 0.951623 217.464
5807 87 8 7 7.895e+06 1.16555
430 87 8 7 173202 0.84585
5392 87 8 7 1.61737e+06 1.18535
8327 87 8 7 653175 0.897568
3515 87 8 7 287.548 224.197
4555 87 8 7 385297 88.4156
243 87 8 7 2.17696e+06 1.19974
8967 87 8 7 4686.32 1.51735
6349 87 8 7 13581.5 2.39306
2741 87 8 7 683081 1.23436
3614 87 8 7 32142.6 3.49824
1020 87 8 7 28806.6 4.89967
6733 87 8 7 307596 0.580608
7275 87 8 7 0.952719 213.294
5535 87 8 7 2.97287e+06 24.9051
8690 87 8 7 25.9109 214.704
2073 87 8 7 5.14567e+08 0.851791
326 87 8 7 126102 0.882137
5302 87 8 7 35165.7 75.0861
9850 87 8 7 6.38218e+06 0.909836
