#x Sigma Sigma_error
0.001 1.36304
0.00100692 1.36189
0.0010139 1.36074
0.00102092 1.35959
0.00102799 1.35844
0.00103511 1.3573
0.00104227 1.35616
0.00104949 1.35502
0.00105676 1.35389
0.00106408 1.35276
0.00107145 1.35163
0.00107886 1.3505
0.00108634 1.34938
0.00109386 1.34826
0.00110143 1.34714
0.00110906 1.34603
0.00111674 1.34492
0.00112447 1.34381
0.00113226 1.3427
0.0011401 1.3416
0.001148 1.3405
0.00115594 1.3394
0.00116395 1.33831
0.00117201 1.33722
0.00118013 1.33613
0.0011883 1.33504
0.00119653 1.33396
0.00120481 1.33288
0.00121315 1.3318
0.00122156 1.33072
0.00123001 1.32965
0.00123853 1.32858
0.00124711 1.32752
0.00125574 1.32645
0.00126444 1.32539
0.0012732 1.32433
0.00128201 1.32328
0.00129089 1.32223
0.00129983 1.32118
0.00130883 1.32013
0.00131789 1.31908
0.00132702 1.31804
0.00133621 1.317
0.00134546 1.31597
0.00135478 1.31493
0.00136416 1.3139
0.00137361 1.31287
0.00138312 1.31185
0.0013927 1.31083
0.00140234 1.30981
0.00141205 1.30879
0.00142183 1.30778
0.00143167 1.30676
0.00144159 1.30576
0.00145157 1.30475
0.00146162 1.30375
0.00147174 1.30275
0.00148194 1.30175
0.0014922 1.30075
0.00150253 1.29976
0.00151293 1.29877
0.00152341 1.29778
0.00153396 1.2968
0.00154458 1.29582
0.00155528 1.29484
0.00156605 1.29386
0.00157689 1.29289
0.00158781 1.29192
0.00159881 1.29095
0.00160988 1.28998
0.00162103 1.28902
0.00163225 1.28806
0.00164355 1.2871
0.00165494 1.28615
0.0016664 1.2852
0.00167794 1.28425
0.00168955 1.2833
0.00170125 1.28236
0.00171303 1.28142
0.0017249 1.28048
0.00173684 1.27954
0.00174887 1.27861
0.00176098 1.27768
0.00177317 1.27675
0.00178545 1.27582
0.00179782 1.2749
0.00181027 1.27398
0.0018228 1.27306
0.00183542 1.27215
0.00184813 1.27123
0.00186093 1.27033
0.00187382 1.26942
0.00188679 1.26851
0.00189986 1.26761
0.00191301 1.26671
0.00192626 1.26582
0.0019396 1.26492
0.00195303 1.26403
0.00196656 1.26314
0.00198017 1.26226
0.00199389 1.26137
0.00200769 1.26049
0.0020216 1.25962
0.00203559 1.25874
0.00204969 1.25787
0.00206388 1.257
0.00207818 1.25613
0.00209257 1.25527
0.00210706 1.2544
0.00212165 1.25354
0.00213634 1.25269
0.00215113 1.25183
0.00216603 1.25098
