1e-07 1.288081 1.2421852 -3.6386886 39.910378 1.4608834 1.8667792
1.0715193052376071e-07 1.2874951 1.2383795 -3.6261349 39.691475 1.459515 1.8637412
1.1481536214968817e-07 1.2869056 1.2345507 -3.613253 39.471355 1.4581347 1.8606834
1.2302687708123812e-07 1.2863104 1.2306982 -3.600047 39.250042 1.4567419 1.8576055
1.3182567385564074e-07 1.2857109 1.2268224 -3.5865166 39.027546 1.4553354 1.8545076
1.4125375446227555e-07 1.2851071 1.2229238 -3.5726588 38.803856 1.4539162 1.8513892
1.5135612484362072e-07 1.2844973 1.2190018 -3.5584693 38.578987 1.4524829 1.8482507
1.6218100973589298e-07 1.2838837 1.2150575 -3.5439444 38.352955 1.4510368 1.8450917
1.7378008287493765e-07 1.2832638 1.2110903 -3.5290928 38.125774 1.449577 1.8419124
1.8620871366628656e-07 1.2826395 1.2071006 -3.5139036 37.897427 1.4481037 1.8387128
1.9952623149688787e-07 1.2820091 1.2030888 -3.498377 37.667934 1.4466155 1.8354919
2.1379620895022324e-07 1.2813725 1.199054 -3.4825137 37.4373 1.4451135 1.8322506
2.2908676527677748e-07 1.2807311 1.1949973 -3.466315 37.20553 1.4435971 1.8289888
2.4547089156850283e-07 1.2800834 1.1909182 -3.4497728 36.97264 1.4420663 1.8257064
2.6302679918953816e-07 1.2794297 1.1868175 -3.432896 36.738636 1.44052 1.8224025
2.818382931264455e-07 1.2787688 1.1826938 -3.415672 36.503525 1.438959 1.8190777
3.019951720402019e-07 1.2781022 1.1785489 -3.3981054 36.2673 1.4373835 1.8157313
3.235936569296281e-07 1.277429 1.1743817 -3.3802004 36.030006 1.4357922 1.8123649
3.4673685045253164e-07 1.2767482 1.1701925 -3.3619485 35.7916 1.4341854 1.8089758
3.715352290971728e-07 1.27606 1.1659819 -3.3433514 35.552124 1.4325632 1.8055661
3.981071705534969e-07 1.2753643 1.1617485 -3.3244116 35.31157 1.4309245 1.8021351
4.2657951880159254e-07 1.2746621 1.1574937 -3.3051257 35.069954 1.4292703 1.798682
4.5708818961487516e-07 1.273952 1.1532165 -3.2854953 34.827274 1.4275991 1.7952079
4.897788193684457e-07 1.2732327 1.1489172 -3.2655184 34.583557 1.4259117 1.7917122
5.248074602497723e-07 1.2725053 1.144596 -3.2451923 34.338764 1.4242078 1.7881942
5.62341325190349e-07 1.27177 1.1402522 -3.224522 34.092957 1.422487 1.7846546
6.025595860743581e-07 1.2710252 1.1358857 -3.2035058 33.846104 1.420748 1.7810932
6.45654229034655e-07 1.2702717 1.1314969 -3.182142 33.59822 1.4189928 1.777509
