Seed  np arch1 chi2/dat duration
1549 76 25 0.94929 1164.74
7274 76 25 1.4253 1168.55
5363 76 25 969.652 981.16
2410 76 25 10.9731 1095.08
4744 76 25 0.945012 1165.43
7413 76 25 0.959163 1012.12
44 76 25 0.953446 1134.74
7221 76 25 0.970066 1099.07
9648 76 25 0.97078 1163.6
9000 76 25 6.76053 895.523
5060 76 25 24.3014 1218.07
3431 76 25 5.4545 1193.86
2986 76 25 0.989217 983.268
3907 76 25 6.24203 922.434
721 76 25 1.0837 1025
2053 76 25 125.569 1233.03
6179 76 25 0.971523 1150.94
3385 76 25 1.33886 968.099
5738 76 25 0.945769 1025.9
4587 76 25 1.01972 1040.68
3281 76 25 0.964305 1195.29
8287 76 25 2.00409 967.003
570 76 25 1.05726 1130.59
5360 76 25 1.03107 1222.24
8883 76 25 980.395 1073.8
138 76 25 1.10295 929.011
9533 76 25 0.96629 1058.57
9143 76 25 0.965767 1223.44
6533 76 25 1.01336 2193.45
3817 76 25 114.107 1090.13
8311 76 25 0.963705 1063.59
351 76 25 0.958692 1163.18
6383 76 25 0.951638 1169.98
2100 76 25 0.977378 1258.7
8438 76 25 0.956032 1192.14
2497 76 25 0.968129 1042.54
7788 76 25 17.1022 1226.1
324 76 25 118.9 1029.74
6093 76 25 181.428 1069.4
3568 76 25 0.963959 1091.36
2883 76 25 0.940166 1203.45
201 76 25 0.952142 1017.78
682 76 25 0.949538 1121.76
2660 76 25 1.04609 1110.2
7525 76 25 774.549 1223.7
8158 76 25 0.938711 991.653
6990 76 25 0.956985 1145.37
1453 76 25 0.983854 1126.86
399 76 25 1.44306 1057.33
3786 76 25 1.06335 1094.37
8268 76 25 115.567 1125.89
