Seed  np arch1 chi2/dat duration
752 85 28 1.03941 1122.75
7090 85 28 0.947144 1154.83
4604 85 28 1.85218 1150.6
3791 85 28 46.7508 1395.11
6034 85 28 85.6187 1248.75
7944 85 28 1.02217 1351.94
5727 85 28 0.963827 1319.38
3124 85 28 1.16997 1133.61
7212 85 28 0.965644 1368.49
7819 85 28 0.97654 1284.39
9016 85 28 0.9539 1329.95
7559 85 28 0.946031 2102.33
8993 85 28 3.0409 1178.28
7580 85 28 1.00911 1359.69
188 85 28 0.973929 1355.02
7404 85 28 1.26395 1059.46
4916 85 28 0.94749 1331.93
7477 85 28 0.941395 1311.7
5005 85 28 2.31684 1344.92
6241 85 28 2.78524 1105.73
304 85 28 0.952678 1249.11
8905 85 28 0.944287 1285.61
8706 85 28 1.0246 1156.24
965 85 28 1.07595 1097.58
6893 85 28 0.968176 1306.99
4648 85 28 3.51104 1077.32
6882 85 28 0.95934 1267.08
2741 85 28 1.59663 1107.95
1182 85 28 1.0133 1140.67
5111 85 28 0.975879 1303.82
3396 85 28 2.37642 1082.88
541 85 28 0.984484 1237.82
6588 85 28 0.946625 1161.03
6811 85 28 0.982534 1139.96
5051 85 28 0.965399 1235.71
4589 85 28 4.7152 1128.23
4594 85 28 0.930466 1284.12
9080 85 28 2.10177 1388.24
6231 85 28 0.979781 1354.68
1344 85 28 27.0471 1557.37
4936 85 28 3.58147 1401.67
2916 85 28 10.3881 1141.95
8025 85 28 0.94849 1366.43
3014 85 28 0.977678 1206.17
6306 85 28 14.0947 1207.22
5902 85 28 0.970059 1397.83
1445 85 28 1.14709 1091.88
