Seed  np arch1 chi2/dat duration
5649 67 22 0.967494 1054.06
8269 67 22 0.959121 1027.24
7792 67 22 0.955064 867.35
7536 67 22 0.949688 898.222
3119 67 22 0.935778 874.291
9961 67 22 0.968053 958.983
9638 67 22 6.82352 867.097
5275 67 22 1.51098 881.166
4153 67 22 0.973565 977.925
2983 67 22 1.02982 996.241
9655 67 22 0.980171 1013.57
1297 67 22 0.96771 856.16
7638 67 22 0.961848 988.048
7271 67 22 24.4447 953.407
836 67 22 0.959728 1057
366 67 22 0.958948 1067.74
4211 67 22 0.963461 868.091
6329 67 22 0.939006 1051.3
6504 67 22 0.95873 961.852
1072 67 22 0.95353 1050.81
4091 67 22 1.01633 920.777
2104 67 22 0.942225 1049.96
932 67 22 1.00438 956.431
5546 67 22 0.969549 1060.14
5636 67 22 0.974718 1046.59
1308 67 22 13.3453 926.969
3486 67 22 0.940803 966.209
743 67 22 1.0509 816.885
251 67 22 1.18353 884.761
9899 67 22 370.648 857.345
6066 67 22 2.60308 1019.04
5443 67 22 0.950241 1007.69
3916 67 22 3.87309 970.404
5559 67 22 0.961849 898.048
7507 67 22 0.933183 1021.54
9406 67 22 51.8556 1037.41
8170 67 22 0.969481 955.865
565 67 22 0.967783 1036.79
6161 67 22 0.965553 1000.6
5950 67 22 21.162 961.789
408 67 22 0.976924 956.16
2674 67 22 0.984214 1105
362 67 22 0.965201 955.634
5294 67 22 1.04588 977.651
5353 67 22 254.67 933.164
5267 67 22 1.30903 832.932
3797 67 22 0.965842 1026.26
8195 67 22 1.75305 1045.28
8717 67 22 0.963032 1039.56
2021 67 22 465.4 959.115
6771 67 22 0.956762 1053.26
