Seed  np arch1 chi2/dat duration
6388 58 19 5.60855 844.773
2426 58 19 0.96312 872.478
1500 58 19 0.967921 993.992
3846 58 19 0.965427 992.476
270 58 19 6.33615 794.492
8076 58 19 0.966737 890.988
2028 58 19 0.957204 948.041
8361 58 19 10.5726 874.689
9949 58 19 20.7331 899.846
5462 58 19 0.977541 799.638
7720 58 19 0.973644 944.821
2497 58 19 0.974895 959.504
4095 58 19 3.099 924.594
4536 58 19 1.49727 735.257
986 58 19 0.973299 831.372
3383 58 19 0.972218 872.758
2319 58 19 3.3071 876.448
6642 58 19 0.959805 863.277
5338 58 19 1.43848 804.592
7051 58 19 0.958726 863.841
1466 58 19 0.965653 768.524
205 58 19 5.35367 732.078
9436 58 19 0.987909 772.788
6590 58 19 0.963207 905.689
4451 58 19 0.990613 894.334
9749 58 19 0.946197 844.198
27 58 19 13.4398 911.855
6490 58 19 1.02165 709.848
9158 58 19 8.59547 927.105
6115 58 19 0.977971 914.053
5708 58 19 0.990327 761.066
8994 58 19 0.971649 901.373
274 58 19 0.987324 870.328
4154 58 19 0.96876 785.701
5477 58 19 0.962082 911.283
3699 58 19 0.970867 900.862
6769 58 19 0.973444 955.433
3181 58 19 1.00353 762.372
3392 58 19 3.32499 832.765
5695 58 19 0.965763 893.831
1538 58 19 0.961675 797.107
8653 58 19 0.983222 904.767
8253 58 19 0.961927 906.079
8730 58 19 1.24078 827.135
4347 58 19 0.977099 846.603
9511 58 19 1.28618 716.929
3233 58 19 0.976642 773.331
2060 58 19 1.13822 769.702
5488 58 19 0.94297 869.397
1547 58 19 0.972177 841.241
3954 58 19 0.966983 939.096
