Seed  np arch1 chi2/dat duration
2494 34 11 1.02482 481.373
1727 34 11 0.969893 494.853
450 34 11 0.97155 512.913
9899 34 11 37.0739 455.743
50 34 11 0.974359 498.713
1756 34 11 996.236 513.682
9744 34 11 0.973866 516.203
2891 34 11 1776.08 521.693
7350 34 11 0.985812 516.702
5107 34 11 28.2687 489.825
1436 34 11 0.979918 487.583
1114 34 11 14.8369 402.18
2122 34 11 0.988597 487.283
5687 34 11 2.23421 429.143
9696 34 11 0.980444 508.937
7208 34 11 22.2618 475.251
3894 34 11 0.975542 491.102
3777 34 11 46.1581 480.27
3006 34 11 5.80475 509.829
4759 34 11 43.7907 420.005
4022 34 11 4.68078 485.578
9460 34 11 1.17744 384.965
7583 34 11 307.903 409.079
7843 34 11 12.1695 449.228
3639 34 11 5.34029 388.254
5670 34 11 0.97485 496.834
7997 34 11 0.97047 473.019
9244 34 11 0.971605 429.487
1052 34 11 0.971268 451.983
8272 34 11 0.96792 514.542
6268 34 11 1.5414 502.089
7691 34 11 0.980361 503.274
828 34 11 1.96443 493.437
7699 34 11 7.27182 426.58
6484 34 11 0.975653 470.124
4952 34 11 0.960771 498.847
1822 34 11 0.97031 509.515
9618 34 11 1.00262 467.522
6200 34 11 19.6404 490.156
92 34 11 0.996133 508.838
736 34 11 8.94308 411.75
8503 34 11 0.992239 414.472
6097 34 11 1.48527 437.418
579 34 11 5.93888 393.907
7696 34 11 3.56561 447.406
3802 34 11 5.49724 493.44
5968 34 11 6.57263 353.548
4378 34 11 0.985533 454.153
3783 34 11 0.971492 504.157
3116 34 11 22.4914 479.547
8394 34 11 10.1607 424.617
