Seed  np arch1 chi2/dat duration
9284 73 24 0.953605 1104.45
7387 73 24 211.157 1147.72
5692 73 24 0.944114 1022.31
3564 73 24 5.87816 1135.51
6781 73 24 1.32281 851.446
7615 73 24 0.953487 1099.82
20 73 24 0.955784 1093.35
3225 73 24 520.436 889.678
3334 73 24 0.96857 1171.59
1186 73 24 1.03841 988.331
3194 73 24 0.961433 1110.32
6899 73 24 1.0613 948.896
5782 73 24 3.42911 973.646
4496 73 24 6.76208 981.994
1650 73 24 0.942463 1139.42
5171 73 24 1.15647 1024.62
976 73 24 46.0347 1087.45
6069 73 24 1.038 919.238
6577 73 24 0.971561 1115.89
6099 73 24 0.960228 981.759
8077 73 24 0.975298 955.454
2174 73 24 0.987797 1176.5
1866 73 24 1740.14 961.893
7689 73 24 1.06676 1125.72
2129 73 24 1.04026 974.853
458 73 24 1.03203 899.287
6130 73 24 1.35269 962.455
3765 73 24 1.06721 1017.12
371 73 24 0.969729 1033.79
6495 73 24 0.973499 1139.84
8156 73 24 0.964966 1144.12
4564 73 24 1.00888 1064.08
7458 73 24 136.435 952.749
5242 73 24 0.947507 1095.47
3682 73 24 2.95126 1022.98
7310 73 24 0.931882 1160.68
8280 73 24 1.03008 1025.18
1582 73 24 0.96588 1095.21
9339 73 24 1.35734 840.637
2395 73 24 0.957287 1028.17
2125 73 24 0.989473 979.457
1694 73 24 0.967416 1066.59
2503 73 24 9.40971 1053.21
359 73 24 0.940401 1083.64
3902 73 24 6.50658 806.195
5981 73 24 0.962724 999.565
4368 73 24 1.57964 958.677
1851 73 24 0.97381 961.657
9988 73 24 0.971114 1124.2
6970 73 24 0.970458 1021.59
5777 73 24 0.961232 976.257
