Seed  np arch1 chi2/dat duration
5975 52 17 3.20302 772.21
8613 52 17 182.629 745.358
1343 52 17 0.951888 712.403
5660 52 17 24.0584 1380.14
3890 52 17 0.949992 791.816
862 52 17 13.3663 774.998
3915 52 17 0.959035 789.461
7053 52 17 0.983022 767.318
3639 52 17 13.17 703.959
6507 52 17 0.947006 794.845
6079 52 17 0.961364 740.603
1879 52 17 0.961994 659.002
7723 52 17 0.960226 749.713
7247 52 17 0.959363 761.968
8256 52 17 4.56041 646.634
3455 52 17 0.966956 713.646
91 52 17 0.960184 775.687
1630 52 17 0.968713 702.524
3389 52 17 0.956567 674.673
2200 52 17 41.2411 799.213
3361 52 17 1.01931 721.437
1602 52 17 88.0922 779.243
3312 52 17 0.955627 725.83
1149 52 17 0.979263 773.988
498 52 17 0.963755 717.051
8170 52 17 1.21846 638.789
8436 52 17 0.968691 787.759
5285 52 17 1.01014 621.259
4791 52 17 1.05606 641.058
9799 52 17 0.966604 814.495
1573 52 17 0.972603 724.624
4175 52 17 0.95347 778.68
9568 52 17 5.08785 710.772
7486 52 17 1.23832 791.347
1037 52 17 0.967519 788.99
9682 52 17 0.975965 783.405
859 52 17 0.965907 687.024
2336 52 17 0.961735 790.291
9925 52 17 1149.42 787.64
6192 52 17 99.6027 800.686
2432 52 17 0.94867 785.084
2009 52 17 0.961227 733.517
4352 52 17 0.975243 793.915
6139 52 17 0.961714 716.058
9045 52 17 33.2286 801.714
5404 52 17 1.04746 726.586
691 52 17 0.968214 801.273
5792 52 17 0.987393 1052.03
161 52 17 0.975412 1302.23
2120 52 17 1.8273 1473.18
2890 52 17 1.19304 1111.74
