Seed  np arch1 chi2/dat duration
7850 43 14 0.975772 574.08
3240 43 14 0.967308 614.697
4908 43 14 24.9141 546.554
9531 43 14 113.187 591.189
373 43 14 0.963775 619.362
1845 43 14 1.0073 613.098
8065 43 14 0.970209 637.496
4441 43 14 0.97345 615.567
8516 43 14 0.972743 625.321
5457 43 14 1.13691 488.523
1726 43 14 0.986203 565.195
1920 43 14 0.966654 604.487
4708 43 14 1.04378 576.23
9983 43 14 0.96112 620.756
9312 43 14 0.974546 611.188
8469 43 14 3.05815 448.277
550 43 14 1.14008 537.864
3856 43 14 1.3196 512.328
7505 43 14 0.965746 627.551
3486 43 14 0.961996 615.078
9239 43 14 1.05128 513.939
6267 43 14 21.7898 519.764
6163 43 14 0.981456 621.289
3913 43 14 0.972677 643.3
8081 43 14 1.08537 536.032
1855 43 14 0.952806 604.063
1373 43 14 113.93 642.588
1483 43 14 0.960514 646.052
8751 43 14 12.1514 614.562
4748 43 14 0.962155 627.903
5077 43 14 1.21891 549.862
7847 43 14 788.294 625.71
7594 43 14 14.5742 612.847
360 43 14 0.960832 550.074
8074 43 14 87.1164 622.375
9645 43 14 0.978232 630.14
6971 43 14 0.987443 475.831
946 43 14 9.22374 476.037
6383 43 14 1.11176 591.756
7204 43 14 0.970302 606.557
4594 43 14 1.03814 520.889
746 43 14 1.03421 464.227
6449 43 14 0.977001 607.85
1883 43 14 0.96151 637.95
7402 43 14 734.349 503.139
8156 43 14 269.105 555.055
4260 43 14 0.963471 632.337
5597 43 14 0.972868 655.618
2732 43 14 0.995266 639.293
286 43 14 2.98215 617.82
5513 43 14 82.9108 595.94
