Seed  np arch1 chi2/dat duration
5741 16 5 39.5893 229.943
1056 16 5 287.702 169.643
601 16 5 262.331 29.4413
3182 16 5 92.4657 206.261
282 16 5 622.736 39.14
641 16 5 175.096 198.162
5244 16 5 289.477 39.598
2994 16 5 248.016 233.946
1344 16 5 117.291 230.268
2178 16 5 856.483 214.621
5855 16 5 146.756 200.853
327 16 5 132.371 167.5
5747 16 5 198.16 216.758
9001 16 5 67.885 223.562
1573 16 5 234.068 218.733
2870 16 5 806.32 229.533
5161 16 5 192.483 67.9615
6871 16 5 135.431 10.855
6958 16 5 144.701 211.269
7893 16 5 1126.17 226.927
2401 16 5 113.355 151.652
42 16 5 101.61 27.2336
1399 16 5 299.915 203.926
736 16 5 62.2481 203.894
8003 16 5 614.848 190.271
4837 16 5 895.072 209.553
3284 16 5 70.0212 237.391
7244 16 5 2179.4 209.938
709 16 5 566.782 234.102
387 16 5 762.737 189.919
9035 16 5 138.925 236.981
8927 16 5 83.5105 219.331
5372 16 5 917.179 189.611
3616 16 5 288.451 51.4887
292 16 5 54.6886 236.724
2094 16 5 68.787 238.392
3634 16 5 273.356 196.068
6208 16 5 351.809 233.95
494 16 5 946.218 219.324
615 16 5 100.661 196.381
2823 16 5 558.725 186.957
343 16 5 298.847 201.611
4940 16 5 93.6625 231.559
4881 16 5 202.565 230.405
9944 16 5 315.876 234.199
8854 16 5 508.947 226.45
8592 16 5 702.248 220.358
8670 16 5 407.557 198.059
6899 16 5 332.127 176.883
562 16 5 228.49 241.558
2732 16 5 49.7341 199.573
4590 16 5 283.705 197.151
