Seed  np arch1 arch2 chi2/dat duration
1911 45 6 4 1.07249e+06 4.08158
3221 45 6 4 390693 0.0477222
5924 45 6 4 2118.92 3.33905
8674 45 6 4 24160.8 3.11288
9252 45 6 4 86555.4 0.0487528
4842 45 6 4 42.7036 11.3263
7156 45 6 4 1779.17 1.47726
1403 45 6 4 47833.7 0.048516
1422 45 6 4 8853.63 2.26563
5596 45 6 4 15245 0.0322131
2804 45 6 4 1294.67 0.0691265
9622 45 6 4 801.561 2.92653
2543 45 6 4 65893.5 0.0313883
5612 45 6 4 117647 0.0497824
5212 45 6 4 19623.6 0.046085
698 45 6 4 703092 3.91448
182 45 6 4 129988 0.0462691
2504 45 6 4 1084.96 0.0493092
3149 45 6 4 204915 2.26843
3930 45 6 4 1.04402e+06 0.0315135
9085 45 6 4 58.7766 13.3065
6915 45 6 4 2090.38 0.0679767
9945 45 6 4 66654.9 0.0667852
6866 45 6 4 373804 0.0515296
3600 45 6 4 253874 0.0514335
1880 45 6 4 147.663 14.4171
8410 45 6 4 141991 0.0457074
7870 45 6 4 172058 0.0517941
6839 45 6 4 527.873 6.81923
3985 45 6 4 2.92321e+06 0.0465796
1394 45 6 4 0.78025 11.336
7184 45 6 4 27695 0.0307888
8109 45 6 4 76.7226 13.1911
2905 45 6 4 21490.8 6.02597
6465 45 6 4 3695.86 0.050753
2170 45 6 4 2867.06 0.0458695
5423 45 6 4 24.6567 10.5085
8895 45 6 4 548023 0.0493709
8122 45 6 4 39096.1 6.37392
4300 45 6 4 32206.3 0.0503892
9642 45 6 4 14261.3 0.0670923
3449 45 6 4 499.703 0.081947
3422 45 6 4 77431.8 0.046093
6883 45 6 4 1.69496e+06 0.0505899
7753 45 6 4 1.09067e+07 0.0455001
1937 45 6 4 980729 9.15883
9530 45 6 4 45423.5 0.0318701
5551 45 6 4 14599.4 0.050895
6737 45 6 4 2516.8 1.23211
8005 45 6 4 15624.8 0.0338426
3614 45 6 4 17418.2 9.18795
