Seed  np arch1 arch2 chi2/dat duration
5948 141 10 10 0.370458 37.4697
5165 141 10 10 88353.7 0.109304
7681 141 10 10 0.724921 35.8076
2025 141 10 10 160.036 0.208524
118 141 10 10 2727.69 0.755324
8874 141 10 10 277.814 25.5365
6047 141 10 10 5765.97 0.159682
805 141 10 10 77822.4 0.100318
404 141 10 10 11164 1.32838
714 141 10 10 16291.6 2.20416
6368 141 10 10 563.438 0.404672
5552 141 10 10 0.645556 43.2509
89 141 10 10 30624 0.146627
8571 141 10 10 2551.97 19.2402
3040 141 10 10 29671.9 0.100209
4590 141 10 10 145218 0.151712
5823 141 10 10 2270.86 11.2422
5087 141 10 10 176662 0.152817
5847 141 10 10 83818.6 0.144554
6292 141 10 10 221936 0.1477
4577 141 10 10 9085.96 0.203849
1410 141 10 10 1.22812e+06 12.6853
1146 141 10 10 6815.65 0.149701
8774 141 10 10 8254.76 18.4416
279 141 10 10 11.9751 40.0195
2084 141 10 10 10815.6 2.11102
1310 141 10 10 467703 2.01999
731 141 10 10 362920 0.305212
6449 141 10 10 48354.6 0.14956
440 141 10 10 311107 0.155492
3639 141 10 10 155.918 46.0599
2548 141 10 10 52708.2 13.9955
6138 141 10 10 16901.2 38.7123
3099 141 10 10 252042 19.4328
2186 141 10 10 901.135 1.03958
1470 141 10 10 8.98515 36.1797
2686 141 10 10 85624.3 0.147832
3727 141 10 10 395.685 0.208903
4727 141 10 10 8523.93 2.51127
7131 141 10 10 2861.76 2.34656
3058 141 10 10 11650.6 0.151653
5207 141 10 10 4.51256e+06 19.4395
3006 141 10 10 15503.5 6.49948
7318 141 10 10 2.77873e+06 5.89223
6899 141 10 10 37887.4 0.151922
595 141 10 10 15179.5 0.101381
6084 141 10 10 2423.55 14.0399
1475 141 10 10 30129.9 0.153941
6101 141 10 10 15196.5 0.146851
8026 141 10 10 1.50086e+06 0.20887
5678 141 10 10 555371 0.0999318
