Seed  np arch1 arch2 chi2/dat duration
9288 37 8 2 249407 0.0257857
3452 37 8 2 60910.5 0.0378234
9689 37 8 2 17712.1 0.0433671
1159 37 8 2 5287.29 0.0296281
2939 37 8 2 18488.4 0.0261108
5767 37 8 2 10757 0.0260027
4775 37 8 2 453.743 0.131093
7027 37 8 2 130993 0.0261157
3177 37 8 2 39635.8 4.67009
4325 37 8 2 276.247 0.14848
1994 37 8 2 20781 0.0374295
9480 37 8 2 21.0903 11.3777
6907 37 8 2 697233 0.0376105
8262 37 8 2 35687 0.0447908
6307 37 8 2 4.6108e+08 0.040736
4545 37 8 2 160704 0.0403448
8492 37 8 2 211225 0.0386846
4061 37 8 2 2.66097e+06 0.0406215
6566 37 8 2 6274.25 0.0430798
6622 37 8 2 37462.4 0.0379511
4908 37 8 2 1.74976e+08 0.0375755
555 37 8 2 13025.1 0.0446672
9302 37 8 2 395123 0.0392286
2189 37 8 2 3376.19 4.78055
786 37 8 2 738.532 9.18371
653 37 8 2 130111 0.0255707
4129 37 8 2 4349.76 0.172181
199 37 8 2 15.2128 10.1752
397 37 8 2 10564.2 0.0436716
4278 37 8 2 749912 0.0401066
3715 37 8 2 41.2195 12.2789
5459 37 8 2 5743.68 0.0417073
9009 37 8 2 41913.6 0.0375643
1009 37 8 2 163339 0.0403425
9806 37 8 2 25258.8 0.0381987
5829 37 8 2 289.34 0.127182
8602 37 8 2 1.53952e+06 0.0376388
8976 37 8 2 7534.68 0.0389884
178 37 8 2 8445.84 0.0374434
442 37 8 2 4.30025 10.5058
8541 37 8 2 349921 0.0374008
25 37 8 2 582.134 0.146556
5128 37 8 2 13.5825 10.3709
8937 37 8 2 223231 0.0421318
796 37 8 2 85334.7 0.0373306
3189 37 8 2 4968.76 0.0399111
7858 37 8 2 19155.4 0.0259658
5792 37 8 2 4.01967e+06 0.0258809
982 37 8 2 28.4835 11.2896
3383 37 8 2 2197.23 0.0257402
9626 37 8 2 11269 0.0257293
