Seed  np arch1 arch2 chi2/dat duration
4051 27 4 3 9701.51 0.0264868
1165 27 4 3 78052 0.018219
9433 27 4 3 11.4803 5.85477
3911 27 4 3 832.675 0.028622
8632 27 4 3 156411 0.0267452
7724 27 4 3 13711.7 0.290553
6589 27 4 3 3142.55 0.0293461
2950 27 4 3 51.0025 0.0859017
3383 27 4 3 5285.03 0.636761
7938 27 4 3 12215 0.425285
4168 27 4 3 47587.7 0.0181964
5765 27 4 3 1.14069 8.2923
1330 27 4 3 41.5303 8.3276
361 27 4 3 846.586 0.314449
9639 27 4 3 4.8112e+07 0.0733983
320 27 4 3 150116 0.0293922
9627 27 4 3 37583.3 0.0290881
6021 27 4 3 12406.6 0.0267766
4258 27 4 3 14407.7 0.0286698
1347 27 4 3 61364.8 0.0304899
6041 27 4 3 2628.97 0.0182133
7059 27 4 3 54.7179 7.77034
3411 27 4 3 88.6306 7.80201
8122 27 4 3 257.002 7.19156
1208 27 4 3 49997.4 0.0292844
5293 27 4 3 476.421 0.0415574
9765 27 4 3 31412.6 0.0304076
1573 27 4 3 22763.1 0.0181295
646 27 4 3 51319.3 0.030403
192 27 4 3 32.6203 7.32014
4326 27 4 3 140222 0.0287963
4392 27 4 3 13.7467 7.71681
2918 27 4 3 60644.4 0.0269458
2389 27 4 3 3279.88 0.0177091
381 27 4 3 6087.33 0.252497
7414 27 4 3 21796.8 0.270213
2087 27 4 3 243.033 8.46621
6056 27 4 3 375347 0.0265286
3515 27 4 3 1.91773 7.52377
4485 27 4 3 207.837 0.0755938
4131 27 4 3 42.1648 6.72423
575 27 4 3 242069 0.670277
1076 27 4 3 22170.6 0.0278344
3795 27 4 3 7.75955e+08 0.0272763
8759 27 4 3 14631.3 0.0274988
5281 27 4 3 119.392 0.0306663
5777 27 4 3 984.251 0.0277689
4414 27 4 3 57.0559 8.53023
2206 27 4 3 9318.58 0.0183804
2998 27 4 3 493.065 0.788702
3697 27 4 3 146686 0.0264345
