Seed  np arch1 arch2 chi2/dat duration
7952 74 9 5 39916.5 0.0740056
37 74 9 5 660.809 18.3418
155 74 9 5 137756 0.0765882
7558 74 9 5 1506.33 0.0502463
3142 74 9 5 16872.6 0.0768202
2712 74 9 5 26817.6 0.0727007
136 74 9 5 7.15352 20.5612
5869 74 9 5 43.9241 17.2466
1871 74 9 5 6173.72 12.8852
2450 74 9 5 43.1231 18.0319
999 74 9 5 54209.3 2.80954
6041 74 9 5 2802.99 1.69535
9676 74 9 5 93.5503 18.8253
4036 74 9 5 8.88926 20.3203
4625 74 9 5 2734.72 0.0771513
4910 74 9 5 1705.86 0.0789327
5575 74 9 5 148819 0.0496607
7370 74 9 5 472.841 14.3531
5946 74 9 5 22789.2 0.0788054
1504 74 9 5 11073.2 0.0757559
6219 74 9 5 22116.8 0.0502727
2264 74 9 5 99621.4 0.0790569
9605 74 9 5 30254.2 0.0805621
6782 74 9 5 28007.5 0.0757916
9456 74 9 5 10590.5 0.0766321
1855 74 9 5 3176.95 0.0775004
3538 74 9 5 412.962 0.182328
5967 74 9 5 15.1379 19.5307
2857 74 9 5 9122.47 0.0507341
2271 74 9 5 3005.96 0.0770959
5426 74 9 5 75284.8 0.0744047
9937 74 9 5 49391.2 12.4465
2531 74 9 5 1.60167 18.3591
9571 74 9 5 9645.72 0.0738481
5631 74 9 5 467518 0.0811491
1843 74 9 5 8622.66 0.108336
4159 74 9 5 10098.1 9.90187
8096 74 9 5 200.039 19.3314
6692 74 9 5 54110.2 0.0814736
2543 74 9 5 10207.9 0.0783069
5182 74 9 5 2911.8 0.0510791
4635 74 9 5 325336 0.0726471
1307 74 9 5 1.0252e+06 9.11189
1492 74 9 5 12062.7 0.0812348
682 74 9 5 12353 0.0515917
7402 74 9 5 5.3578e+06 0.0756924
7911 74 9 5 573335 0.0507134
9689 74 9 5 0.572552 21.3745
7346 74 9 5 1131.15 0.0501582
1927 74 9 5 16251.4 0.379148
3916 74 9 5 7776.21 14.0238
