Seed  np arch1 arch2 chi2/dat duration
9588 118 9 9 77335.6 1.04425
2716 118 9 9 119486 0.168469
1435 118 9 9 0.65148 32.9776
6145 118 9 9 5410.18 32.1768
7943 118 9 9 2885.74 0.918443
8134 118 9 9 335.214 30.8076
1303 118 9 9 673.33 0.123594
4765 118 9 9 19.5523 35.6903
9772 118 9 9 1290.16 12.7766
1963 118 9 9 13318 0.158332
7835 118 9 9 15.4404 32.6253
1993 118 9 9 2.45134e+06 0.118229
3139 118 9 9 294557 6.15706
8414 118 9 9 420.615 3.98998
7471 118 9 9 406673 10.7018
9536 118 9 9 153230 0.120568
2938 118 9 9 6.94577e+06 13.5094
4935 118 9 9 4237.15 0.122553
8948 118 9 9 448.788 0.130824
6715 118 9 9 282155 0.118569
2065 118 9 9 10653.8 0.167839
2919 118 9 9 7063.09 2.13738
8086 118 9 9 9288.06 11.8507
9179 118 9 9 29051.4 0.125925
4468 118 9 9 3.15915e+06 0.122888
2938 118 9 9 6.94577e+06 13.4693
5320 118 9 9 1949.8 15.7794
7111 118 9 9 959.747 1.17128
4681 118 9 9 255400 5.57586
6760 118 9 9 0.699581 27.4071
7513 118 9 9 6451.55 0.795163
6433 118 9 9 1.83157e+06 0.123215
687 118 9 9 0.697715 32.6301
467 118 9 9 257713 0.124481
5454 118 9 9 1.98476 31.0328
1362 118 9 9 45391.6 0.891911
8316 118 9 9 30.0927 36.3539
5808 118 9 9 285657 2.35236
749 118 9 9 13345.9 0.120094
1936 118 9 9 1.77956e+06 0.120026
5232 118 9 9 146241 3.89049
5799 118 9 9 30301.8 1.43769
2919 118 9 9 7063.09 2.11627
617 118 9 9 19.4525 30.6901
244 118 9 9 1473.67 21.4583
1112 118 9 9 35.6616 28.8421
8472 118 9 9 9901.87 0.131172
3876 118 9 9 1688.84 16.4215
4457 118 9 9 107.844 0.887251
7772 118 9 9 33852.4 0.120076
7032 118 9 9 689.72 0.651977
