Seed  np arch1 arch2 chi2/dat duration
9126 63 9 4 29095.4 0.0674823
4059 63 9 4 16063.8 0.042428
3228 63 9 4 14141.7 0.0645861
4209 63 9 4 30818.4 0.0628478
7604 63 9 4 27606.5 0.0613319
4047 63 9 4 22268.6 0.0646915
6950 63 9 4 3.71076e+06 0.0628328
718 63 9 4 623644 0.0632452
1611 63 9 4 75.9127 13.8907
987 63 9 4 94970.1 0.0668064
9001 63 9 4 15617.9 0.0652595
4532 63 9 4 4995.38 0.0438655
4526 63 9 4 3.08775 15.1149
621 63 9 4 54336.3 0.0423622
920 63 9 4 53517.7 0.0424142
3241 63 9 4 23213.1 0.0612825
5230 63 9 4 42.4491 16.9294
2303 63 9 4 35939.2 0.042209
5039 63 9 4 7483.91 0.0668116
1729 63 9 4 31.4351 18.177
5466 63 9 4 1325.7 0.0917926
387 63 9 4 46758.4 0.0687354
8762 63 9 4 9939.95 0.0676303
1788 63 9 4 67333.5 0.0677787
4366 63 9 4 40229.4 0.955486
2696 63 9 4 709212 0.0625922
5445 63 9 4 1.05814 15.8047
6288 63 9 4 69.9007 0.19826
2429 63 9 4 1.48013e+06 0.0670368
6402 63 9 4 3741.01 0.0658435
3485 63 9 4 12472.9 0.0672012
8328 63 9 4 147.489 0.294724
5759 63 9 4 1.42846 14.5336
113 63 9 4 695303 0.061911
6190 63 9 4 10161.3 0.255562
316 63 9 4 226.726 2.21104
8241 63 9 4 4682.72 0.0876469
1975 63 9 4 73644.7 0.0644905
3024 63 9 4 1753.39 0.0661101
4935 63 9 4 9768.48 0.0691081
495 63 9 4 18.5971 15.7046
806 63 9 4 44202.5 0.657048
210 63 9 4 0.522811 18.1734
2137 63 9 4 288000 0.0428823
7819 63 9 4 126229 0.0894411
2627 63 9 4 1427.51 2.84033
7885 63 9 4 59903.5 0.826073
451 63 9 4 12837.6 1.42264
8115 63 9 4 3.02142e+06 0.069091
1453 63 9 4 12.7457 19.3753
7195 63 9 4 163.882 16.6748
