Seed  np arch1 arch2 chi2/dat duration
2694 51 7 4 16240.9 0.0539145
7782 51 7 4 6400.3 0.0502223
1622 51 7 4 6348.11 1.20047
242 51 7 4 54353.4 0.0522358
7516 51 7 4 44280 0.0521629
2919 51 7 4 48.2963 13.973
2662 51 7 4 17968.6 0.0736708
7006 51 7 4 3.73764e+06 7.00899
9497 51 7 4 0.95743 11.6945
5473 51 7 4 0.752635 14.8227
6581 51 7 4 246292 0.0511112
9126 51 7 4 34037 0.0499381
7973 51 7 4 32551 0.0541391
8850 51 7 4 36585.7 0.0565935
5365 51 7 4 4306.44 1.8265
189 51 7 4 4971.32 0.0550359
793 51 7 4 2361.67 0.0495733
3003 51 7 4 410211 0.0554629
7094 51 7 4 36367.9 10.1728
7069 51 7 4 6.35954e+06 0.0664802
1205 51 7 4 1837.46 1.08122
2542 51 7 4 48138.4 0.0538491
8208 51 7 4 0.525456 14.7193
5681 51 7 4 6203.64 1.24279
2462 51 7 4 2589.14 0.447546
9573 51 7 4 3447.88 2.31582
3135 51 7 4 94701.2 0.0495865
4899 51 7 4 245295 0.056117
794 51 7 4 7721.54 0.0722
5340 51 7 4 2768.17 0.0384572
7077 51 7 4 52505 0.104695
595 51 7 4 3289.3 0.0345996
8602 51 7 4 783612 0.0347924
5209 51 7 4 619.176 0.0759745
1633 51 7 4 3.09148 13.9211
959 51 7 4 914.704 0.092317
32 51 7 4 104010 0.0501514
7527 51 7 4 103194 0.0535575
2564 51 7 4 18955.8 1.67011
7484 51 7 4 185939 0.0339414
3756 51 7 4 28335.1 0.0539158
4992 51 7 4 1365.46 0.0714224
4108 51 7 4 51901.8 0.0723439
2111 51 7 4 27503.7 0.280706
3968 51 7 4 127074 0.0350746
3726 51 7 4 40.2214 15.1973
1653 51 7 4 21414.5 0.0762261
313 51 7 4 1413.92 0.0551388
7195 51 7 4 6.25234e+06 0.0912211
3430 51 7 4 59515.3 0.0703015
4836 51 7 4 1023.09 1.22802
