Seed  np arch1 arch2 chi2/dat duration
1942 25 5 2 9728.22 0.0392043
6374 25 5 2 37533 0.332296
3645 25 5 2 38707 0.0292893
6137 25 5 2 941.529 0.0296472
155 25 5 2 64984.3 0.0280073
9508 25 5 2 24463.7 0.0181812
611 25 5 2 270.348 8.45107
7954 25 5 2 18668.7 0.0293118
6718 25 5 2 7818.67 0.0402305
332 25 5 2 345.66 0.0181244
4764 25 5 2 477149 2.89541
1442 25 5 2 736228 0.0273094
9089 25 5 2 113.183 0.385461
7275 25 5 2 77692.3 0.0294729
1778 25 5 2 24532.6 0.0300288
5277 25 5 2 19946.7 0.0290805
1808 25 5 2 1.20012e+07 5.91243
1822 25 5 2 11629.5 0.0395778
3650 25 5 2 182054 0.0265422
2999 25 5 2 1.41058e+06 0.0264935
328 25 5 2 26053 0.0283362
2987 25 5 2 251474 0.0271279
6647 25 5 2 205.511 0.0335906
5670 25 5 2 89922.6 0.0294875
2107 25 5 2 10092.7 0.0184107
5633 25 5 2 24626.7 0.0302993
1589 25 5 2 95.3951 7.94235
1833 25 5 2 5969.71 7.77234
3141 25 5 2 506.528 7.09201
2964 25 5 2 16.8753 7.35058
2239 25 5 2 26544.5 0.0264182
7920 25 5 2 697.164 1.52511
5320 25 5 2 7837.08 0.0180639
5623 25 5 2 18259.2 0.0184276
6974 25 5 2 5806.62 0.0181959
8374 25 5 2 3.57015e+06 0.0263652
2657 25 5 2 29625.5 0.0266693
6327 25 5 2 61.9169 6.93451
1618 25 5 2 3107.99 0.0182004
1321 25 5 2 505506 0.0265365
1042 25 5 2 304089 0.0265144
8658 25 5 2 400.782 0.0299908
2462 25 5 2 66.734 7.7663
6609 25 5 2 23.2889 6.75611
5115 25 5 2 229.27 0.0684399
8899 25 5 2 1.7137e+06 0.270903
6449 25 5 2 17501.1 0.0264383
1896 25 5 2 994062 0.0183862
5535 25 5 2 684943 0.0264931
8907 25 5 2 30.5349 6.5264
5479 25 5 2 852253 0.0183826
