Seed  np arch1 arch2 chi2/dat duration
3707 45 10 2 1.69046e+07 0.0306994
5266 45 10 2 718841 0.0448805
6352 45 10 2 0.750103 14.0616
4227 45 10 2 4705.61 0.0307264
260 45 10 2 129461 0.0457056
2605 45 10 2 10209.5 0.0659862
8524 45 10 2 4.6196e+07 0.0306327
5433 45 10 2 21144.6 0.0451237
755 45 10 2 50.4639 15.0782
6228 45 10 2 22767.1 0.048808
9696 45 10 2 9680.09 0.0475684
1283 45 10 2 1683.04 0.0448514
9443 45 10 2 10040.1 0.0314709
1368 45 10 2 1.35077e+06 0.0455708
2421 45 10 2 4.76015e+07 0.0503479
5152 45 10 2 32644.1 0.0472254
622 45 10 2 9466.1 0.0497099
1660 45 10 2 34993.2 0.0636362
6459 45 10 2 130.487 0.0464746
6121 45 10 2 2246.62 0.0456281
8996 45 10 2 8688.68 0.0448576
970 45 10 2 20300.4 0.0475586
3216 45 10 2 913.841 0.0344049
4719 45 10 2 1.05279e+06 0.044874
9759 45 10 2 6654.95 0.049505
3273 45 10 2 1681.39 0.0475668
1140 45 10 2 93622.7 0.0306585
3917 45 10 2 4799.87 0.0502274
6360 45 10 2 3297.69 2.82364
243 45 10 2 13297.8 0.0487284
7563 45 10 2 5801.52 0.0298714
9419 45 10 2 2.0095 11.1768
1487 45 10 2 17.3502 10.8263
85 45 10 2 11393.9 0.044994
6424 45 10 2 15450.9 0.0312674
4818 45 10 2 92.4437 0.140523
1704 45 10 2 37955.4 0.0449428
1557 45 10 2 80901.6 0.0448657
5596 45 10 2 12402.7 0.0488541
6025 45 10 2 6793.9 0.0483545
3377 45 10 2 0.622051 13.8344
2976 45 10 2 5217.48 0.0452541
4001 45 10 2 3888.57 0.0315443
679 45 10 2 3.96022e+06 0.0486779
4872 45 10 2 641.448 5.60974
9030 45 10 2 30165 0.0461723
226 45 10 2 30200.6 0.0488056
1932 45 10 2 230614 0.0447958
5501 45 10 2 78420.7 0.0312196
2076 45 10 2 236.311 0.0846851
2643 45 10 2 13254.8 0.050073
