Seed  np arch1 arch2 chi2/dat duration
9571 78 7 7 13054 0.079039
1071 78 7 7 1348.5 1.88533
3895 78 7 7 38340 0.0838262
6493 78 7 7 1.85096e+07 13.7235
2607 78 7 7 1.55543e+06 1.09197
309 78 7 7 751611 0.0798457
5043 78 7 7 28663.1 0.0816927
8633 78 7 7 4.21997 20.2064
188 78 7 7 98068.3 0.053484
8643 78 7 7 27031.5 5.01452
2827 78 7 7 0.681916 19.5414
2172 78 7 7 41.4998 23.8875
1940 78 7 7 1128.6 0.0823887
268 78 7 7 20.2222 19.7451
8848 78 7 7 234278 0.0841173
5034 78 7 7 64.1376 17.7985
6970 78 7 7 2.07735 16.4095
8969 78 7 7 35742.8 0.0860961
5774 78 7 7 37.6757 17.5914
4776 78 7 7 50437.4 0.0774466
5313 78 7 7 428744 0.0781227
6093 78 7 7 72860.2 0.0518567
2679 78 7 7 671.188 3.36591
7668 78 7 7 98.0143 22.4087
1767 78 7 7 2.04922e+06 0.110987
2234 78 7 7 0.538596 21.7353
1060 78 7 7 10333.8 4.14973
2591 78 7 7 4595.05 0.110014
4411 78 7 7 2108.02 0.0851203
1696 78 7 7 40.6289 23.6324
7942 78 7 7 1.80495 19.9304
9733 78 7 7 58987.5 0.50226
2287 78 7 7 6331.33 0.108632
3439 78 7 7 7243.11 0.736142
7616 78 7 7 53802.3 0.0771607
8205 78 7 7 1.36014e+06 0.0531349
205 78 7 7 6199.02 0.082938
470 78 7 7 31.3846 20.3226
2253 78 7 7 3.27045 17.6004
2933 78 7 7 856.203 0.0835319
2697 78 7 7 493.113 0.0849745
2069 78 7 7 12.5313 19.5646
1985 78 7 7 8808.79 0.0513867
6381 78 7 7 4.01379 17.0385
9711 78 7 7 49757.4 0.0830982
2745 78 7 7 1074.66 0.0893075
2984 78 7 7 255741 0.0815598
4012 78 7 7 19494 0.0531282
1624 78 7 7 25491.1 0.0865324
5164 78 7 7 415953 0.0783878
6150 78 7 7 147.983 16.96
