Seed  np arch1 arch2 chi2/dat duration
2632 33 7 2 3.72682e+06 0.0231288
4037 33 7 2 13825.4 0.0236894
1251 33 7 2 108216 0.0340722
6303 33 7 2 1427.01 0.0242283
359 33 7 2 1.41413e+06 0.0234161
4135 33 7 2 47.1775 8.76089
8899 33 7 2 1.68588e+06 0.0335712
1288 33 7 2 128.99 9.50106
4029 33 7 2 660558 0.0371659
4031 33 7 2 103.824 7.95385
5255 33 7 2 396717 1.98752
9571 33 7 2 7042.26 0.0227089
3910 33 7 2 857859 0.0503281
2508 33 7 2 141.459 0.573806
1290 33 7 2 1336.75 0.0228778
1980 33 7 2 14.1718 8.9185
6663 33 7 2 388.949 10.0792
3261 33 7 2 62466.9 0.0339405
5138 33 7 2 5348.77 0.0517233
5755 33 7 2 35356.6 0.136989
539 33 7 2 99318.9 0.038297
675 33 7 2 8502.34 0.0371025
5235 33 7 2 9072.09 0.0395867
424 33 7 2 8015.41 0.0616129
7299 33 7 2 29540.5 0.0232313
1031 33 7 2 25273.7 0.034355
2282 33 7 2 3295.3 0.0368507
1029 33 7 2 25988.6 0.0347875
9025 33 7 2 3590.32 0.0231554
3774 33 7 2 1318.06 0.0378509
2292 33 7 2 14540.3 0.0454145
7133 33 7 2 5400.65 1.18341
5453 33 7 2 1781.85 0.0389112
6618 33 7 2 532847 0.0378924
3304 33 7 2 0.715152 10.8286
8204 33 7 2 7401.29 0.052157
8551 33 7 2 731.782 0.0232555
7409 33 7 2 1.47109e+06 0.0233868
3080 33 7 2 2926.23 0.0233243
3721 33 7 2 45074.6 0.0231159
6478 33 7 2 1966.29 0.0358007
6791 33 7 2 34640.7 6.14276
6472 33 7 2 2059.4 0.0337814
5240 33 7 2 45121.7 0.0336144
1397 33 7 2 85.7521 0.0453419
5723 33 7 2 102381 0.050415
2395 33 7 2 56.5633 10.9406
2845 33 7 2 13179.2 0.0224911
3167 33 7 2 2273.86 0.023478
6455 33 7 2 13761.1 0.036024
816 33 7 2 21630 0.0342011
