Seed  np arch1 arch2 chi2/dat duration
5 33 4 4 179.626 26.5159
800 33 4 4 288.873 26.7559
3320 33 4 4 488.219 26.8409
3744 33 4 4 251.951 26.0417
1129 33 4 4 22660.8 26.296
1560 33 4 4 283.825 24.5823
5651 33 4 4 140.911 26.5078
8305 33 4 4 790.947 29.9294
2645 33 4 4 420.167 25.9553
9004 33 4 4 31.8267 28.2042
7110 33 4 4 263.019 27.3312
503 33 4 4 8.81598 28.7219
5559 33 4 4 364.699 26.7974
1882 33 4 4 44.382 23.6553
6959 33 4 4 3496.54 26.7667
5298 33 4 4 176.025 25.3063
870 33 4 4 132.131 29.3387
2979 33 4 4 37855.3 0.290137
952 33 4 4 156.241 26.6812
6869 33 4 4 91.9706 26.2379
5534 33 4 4 98.4571 24.0981
9972 33 4 4 838.36 25.121
8753 33 4 4 2141.98 25.6664
3747 33 4 4 1167.89 0.28296
6270 33 4 4 709.858 27.9389
7501 33 4 4 177.599 26.5519
7989 33 4 4 3237.74 27.5996
307 33 4 4 2183.57 0.155707
4576 33 4 4 474.198 25.8166
6032 33 4 4 77.4133 26.079
176 33 4 4 3454.5 26.4616
4979 33 4 4 1568.49 28.5945
1087 33 4 4 203.321 28.3372
8203 33 4 4 543.082 25.9584
1268 33 4 4 215.171 27.2274
4232 33 4 4 27268.1 26.1427
1088 33 4 4 246.684 28.952
7953 33 4 4 1.00336 29.542
6942 33 4 4 257.23 25.4154
1728 33 4 4 671.465 26.5004
9401 33 4 4 9029.07 27.9214
7153 33 4 4 413.361 26.1711
8383 33 4 4 645.067 26.9591
663 33 4 4 797.531 27.2684
3694 33 4 4 2324.63 25.7374
6415 33 4 4 1457.14 27.985
8033 33 4 4 922.348 0.270851
1381 33 4 4 1540.18 28.3685
2765 33 4 4 0.977635 29.4477
9287 33 4 4 311.931 29.3936
8944 33 4 4 2793.81 28.037
