Seed  np arch1 arch2 chi2/dat duration
8916 129 10 9 0.961792 41.1986
2438 129 10 9 61.4692 33.8109
8320 129 10 9 0.955331 39.7948
2610 129 10 9 6857.12 35.6631
4747 129 10 9 196.099 35.9443
6615 129 10 9 0.952848 40.1665
4710 129 10 9 0.955471 35.8546
9793 129 10 9 15823.2 35.75
2538 129 10 9 0.994672 34.1194
7744 129 10 9 2.10746 36.6987
146 129 10 9 0.942893 37.4118
6117 129 10 9 1.05621 35.8076
4883 129 10 9 1.05331 42.0949
5432 129 10 9 1.00489 36.4238
2867 129 10 9 228.54 38.2733
3492 129 10 9 0.948497 37.4836
7878 129 10 9 0.941534 40.196
9445 129 10 9 0.934821 39.7672
5392 129 10 9 0.961434 40.2247
626 129 10 9 1.27129 38.4355
5211 129 10 9 0.974317 38.5775
2188 129 10 9 1.51793 35.2113
6639 129 10 9 122.843 35.127
3652 129 10 9 218.525 35.2105
2240 129 10 9 1.00283 39.0109
2481 129 10 9 591.286 41.1427
5785 129 10 9 41.6825 36.6165
1629 129 10 9 2.14012 33.7081
240 129 10 9 57.0176 36.5973
1249 129 10 9 1.60281 35.145
142 129 10 9 2392.93 0.402518
6777 129 10 9 245.881 38.7959
9405 129 10 9 727.515 34.744
5 129 10 9 0.93481 39.5294
6040 129 10 9 148.193 33.8323
1657 129 10 9 0.931803 37.8898
2132 129 10 9 18.8708 37.3639
5100 129 10 9 3.08092 35.7189
3906 129 10 9 0.94299 39.687
4309 129 10 9 76.3772 40.3218
3059 129 10 9 9.29188 34.5029
7278 129 10 9 130.592 37.4338
3886 129 10 9 66.914 35.8721
1514 129 10 9 0.966692 38.9268
3153 129 10 9 248.302 37.0486
9525 129 10 9 928.555 37.2138
958 129 10 9 1996.14 39.4074
3883 129 10 9 462.928 39.9566
3651 129 10 9 0.964386 38.3502
7505 129 10 9 0.935957 34.6672
2228 129 10 9 622.062 39.9236
