Seed  np arch1 arch2 chi2/dat duration
7099 63 9 4 687.849 33.8163
2199 63 9 4 27.9599 29.8762
2103 63 9 4 20366.5 31.2526
514 63 9 4 0.956378 32.2535
7093 63 9 4 1.03446 30.6166
256 63 9 4 86.1382 26.9306
712 63 9 4 14.6043 30.5568
1899 63 9 4 66.0402 31.6392
6153 63 9 4 1038.38 33.5373
3602 63 9 4 0.955074 32.7472
8599 63 9 4 17.3674 31.3163
9500 63 9 4 0.950041 31.5922
8724 63 9 4 463.296 30.8768
9812 63 9 4 1107.41 0.476484
9946 63 9 4 0.953044 34.7174
1151 63 9 4 2441.45 29.3298
2907 63 9 4 341.309 30.1952
907 63 9 4 558.701 29.7828
2981 63 9 4 1003.95 1.93386
5633 63 9 4 1453.22 0.267382
251 63 9 4 12.7705 31.0131
2423 63 9 4 472.81 30.0097
9514 63 9 4 0.951525 32.9195
2127 63 9 4 4819.17 34.3732
5282 63 9 4 1165.05 46.1619
8006 63 9 4 0.975932 32.6786
4289 63 9 4 422.407 0.292099
4836 63 9 4 0.963047 31.2611
9512 63 9 4 4569.22 28.7673
5519 63 9 4 43.5306 29.3635
678 63 9 4 515.252 29.3438
781 63 9 4 0.987053 33.3048
2321 63 9 4 548.055 29.285
2786 63 9 4 2122.01 0.485514
2635 63 9 4 130.245 29.1508
1233 63 9 4 1953.02 29.9779
1250 63 9 4 115.607 33.7523
3902 63 9 4 486.864 28.4089
116 63 9 4 1342.35 28.9528
7282 63 9 4 1.6425 30.1118
2319 63 9 4 80.0538 30.9922
3962 63 9 4 9890.08 4.00894
618 63 9 4 1407.66 29.1836
2150 63 9 4 2909.19 27.9064
7944 63 9 4 1699.12 29.2493
8278 63 9 4 16.4607 33.0855
2292 63 9 4 1201.19 33.1469
4165 63 9 4 195.923 33.6462
1429 63 9 4 185.296 30.3723
5441 63 9 4 150.988 26.8899
1483 63 9 4 183.729 32.159
