Seed  np arch1 arch2 chi2/dat duration
7704 53 6 5 2552.86 0.350929
7969 53 6 5 1263.53 29.9966
2093 53 6 5 132.623 26.048
3566 53 6 5 901.414 28.9829
1997 53 6 5 15.1306 28.4414
2377 53 6 5 128.559 32.2347
3401 53 6 5 0.969785 32.1089
5056 53 6 5 5226.49 26.0157
6405 53 6 5 118.669 26.9837
2673 53 6 5 81.5297 29.1801
8631 53 6 5 0.968042 27.8695
9900 53 6 5 929.162 26.1899
2268 53 6 5 337.266 26.7397
2158 53 6 5 298.023 32.2737
3148 53 6 5 1118.2 28.3711
2837 53 6 5 7.0622 26.9809
3424 53 6 5 825.538 0.530133
1103 53 6 5 6749.12 28.353
9600 53 6 5 374.447 25.6954
9691 53 6 5 0.997745 31.0356
4197 53 6 5 178.875 28.3188
512 53 6 5 40.4062 32.2476
4779 53 6 5 1305.89 30.3284
4143 53 6 5 969.795 0.320659
5319 53 6 5 0.992004 29.2822
8344 53 6 5 47529.8 31.0552
9731 53 6 5 0.994024 31.0773
9032 53 6 5 273.097 24.4742
9287 53 6 5 0.980406 31.9068
6336 53 6 5 2375.01 30.4782
8014 53 6 5 1572.24 1.18562
4103 53 6 5 1250.43 28.4424
6168 53 6 5 58.0313 27.8269
5520 53 6 5 1876.55 26.6452
7593 53 6 5 65.44 26.6547
1159 53 6 5 1193.45 30.8714
2642 53 6 5 1.06631 29.2631
3876 53 6 5 0.968596 31.2803
9055 53 6 5 239.114 30.521
488 53 6 5 1104.89 32.3145
7144 53 6 5 13.5027 27.6067
497 53 6 5 375.099 28.2739
2193 53 6 5 6409.94 0.202004
4327 53 6 5 55.802 26.1816
8169 53 6 5 0.964408 31.1819
1714 53 6 5 164.742 28.4475
5546 53 6 5 1315.65 28.1785
9953 53 6 5 203.377 28.7809
1732 53 6 5 538.6 28.4957
5196 53 6 5 0.949214 31.5313
3066 53 6 5 3258.8 32.9559
