Seed  np arch1 arch2 chi2/dat duration
6868 118 9 9 0.936546 36.6041
6080 118 9 9 0.953096 35.7329
2234 118 9 9 0.948666 35.5157
9400 118 9 9 18.0839 32.1132
8972 118 9 9 1.13088 35.4059
6882 118 9 9 4.56005 35.2814
5753 118 9 9 4629.45 31.7209
6623 118 9 9 1.47822 34.4606
6956 118 9 9 73.1733 35.4915
7144 118 9 9 207.212 33.6435
3753 118 9 9 11.1328 32.0775
3859 118 9 9 1214.57 32.3418
1731 118 9 9 1.10129 34.4665
3922 118 9 9 1163.1 38.8117
9593 118 9 9 3.7705 37.5094
9635 118 9 9 2147.89 34.6661
619 118 9 9 0.947532 36.2929
6833 118 9 9 132.247 35.6147
6064 118 9 9 0.963874 33.7646
6371 118 9 9 26.1769 35.2462
6375 118 9 9 0.953572 34.9271
838 118 9 9 142.496 35.5249
6226 118 9 9 531.385 33.9781
572 118 9 9 7.62867 31.2805
6878 118 9 9 8.81112 31.5326
444 118 9 9 1.28886 32.4138
2754 118 9 9 2319.98 35.0154
422 118 9 9 0.917364 38.3355
8531 118 9 9 2867.61 0.283523
7664 118 9 9 27.2641 38.258
4111 118 9 9 1028.39 2.30225
4743 118 9 9 123.745 36.3245
5490 118 9 9 382.246 33.1281
4320 118 9 9 0.932933 37.7852
7716 118 9 9 0.94125 35.7672
2552 118 9 9 645.669 33.615
1978 118 9 9 3.42542 35.4076
9381 118 9 9 0.959643 33.0419
1429 118 9 9 660.214 35.2168
3661 118 9 9 17.1288 32.0675
91 118 9 9 0.97373 36.5966
8316 118 9 9 0.982691 35.4226
8555 118 9 9 2.34797 36.6686
5709 118 9 9 0.957608 37.4121
9113 118 9 9 0.937633 37.1806
1223 118 9 9 0.922284 36.5683
6104 118 9 9 47.1276 34.0287
9617 118 9 9 0.941864 35.7507
6355 118 9 9 0.958853 35.4078
6225 118 9 9 248.171 30.9902
3957 118 9 9 0.991824 34.0365
