Seed  np arch1 arch2 chi2/dat duration
9410 33 7 2 208.4 27.5555
2222 33 7 2 287.145 28.2353
801 33 7 2 1137.77 25.2158
1573 33 7 2 2560.96 0.392865
1546 33 7 2 1424.27 26.576
3923 33 7 2 165.54 25.0656
8770 33 7 2 281.079 26.7371
1933 33 7 2 3341.24 43.6593
19 33 7 2 3011.28 0.26744
1946 33 7 2 577.742 0.344492
6225 33 7 2 731.821 26.0108
8770 33 7 2 281.079 26.7549
6411 33 7 2 1301.95 0.31667
9738 33 7 2 4743.02 0.486521
5963 33 7 2 920.375 26.7613
4832 33 7 2 115.215 27.8114
3086 33 7 2 865.674 27.6024
143 33 7 2 221.956 43.6573
3978 33 7 2 10264.4 0.899879
7360 33 7 2 5426.53 0.350757
6587 33 7 2 2159.42 30.6458
5116 33 7 2 815.837 25.8776
6706 33 7 2 61.2763 26.0207
2848 33 7 2 4986.65 23.0897
7718 33 7 2 4595.53 0.46471
8294 33 7 2 120352 0.220532
4166 33 7 2 2020.33 0.344699
4887 33 7 2 195.012 28.0355
7886 33 7 2 3.07303 29.5763
3406 33 7 2 277.955 25.1851
295 33 7 2 1002.65 0.470768
451 33 7 2 803.998 0.467813
9386 33 7 2 2375.11 0.278547
792 33 7 2 1529.83 28.5264
4314 33 7 2 2.30247 28.6149
538 33 7 2 118.563 29.9456
1331 33 7 2 1116.17 0.21878
6707 33 7 2 833.816 27.1473
658 33 7 2 361.121 30.2374
8401 33 7 2 285.619 27.5157
5264 33 7 2 719.667 0.944546
3340 33 7 2 9931.55 0.344743
9909 33 7 2 28.0312 29.4647
6602 33 7 2 882.03 29.167
1084 33 7 2 1135.02 24.0463
8181 33 7 2 703.056 29.5831
8485 33 7 2 1016.13 24.9534
3746 33 7 2 4239.34 0.21989
6158 33 7 2 105239 0.179054
4118 33 7 2 10799.5 0.245203
7037 33 7 2 19274.8 0.218905
