Seed  np arch1 arch2 chi2/dat duration
1653 37 8 2 811.753 26.5196
780 37 8 2 3816.14 0.461328
3184 37 8 2 241.421 27.0553
5279 37 8 2 22472.1 27.1374
4161 37 8 2 1020.71 28.2066
8740 37 8 2 93.0543 29.0452
7249 37 8 2 474.307 26.8002
9505 37 8 2 1.08108 28.6836
2507 37 8 2 30490.6 0.452927
2488 37 8 2 13612 0.283544
3252 37 8 2 9263.09 0.317588
7451 37 8 2 1798.66 0.399316
6668 37 8 2 8886.45 0.233907
3078 37 8 2 8858.23 0.429797
8218 37 8 2 61.0834 30.3657
2349 37 8 2 240.231 29.1277
2613 37 8 2 28409.8 0.507747
2442 37 8 2 2177.65 0.231825
2539 37 8 2 1021.17 0.22315
5068 37 8 2 6613.96 0.190019
8843 37 8 2 277.13 36.8726
3518 37 8 2 423.223 28.2241
160 37 8 2 1046.35 25.451
8070 37 8 2 3187.89 0.196092
3396 37 8 2 251.039 28.9273
10 37 8 2 3151.84 0.407269
3503 37 8 2 388.763 28.4555
829 37 8 2 9242.48 0.386041
1276 37 8 2 357.911 25.8544
5258 37 8 2 28474 0.190577
9755 37 8 2 23696.9 0.287285
5162 37 8 2 198.59 28.9204
4021 37 8 2 512.476 26.6385
4568 37 8 2 1493.09 0.159939
4129 37 8 2 1427.75 26.0371
4742 37 8 2 1.6441 28.8947
8944 37 8 2 2858.54 0.376008
4948 37 8 2 2569.88 26.2729
5414 37 8 2 1119.84 0.234298
3351 37 8 2 4.17449 29.4868
3245 37 8 2 2174.8 0.226201
8743 37 8 2 28.5319 29.1603
9071 37 8 2 652.607 27.4583
5189 37 8 2 1889.15 30.351
8246 37 8 2 77.5156 27.1112
4991 37 8 2 11424.7 1.86359
1940 37 8 2 4275.42 1.31341
6589 37 8 2 184.427 26.8731
3547 37 8 2 130.127 30.3645
276 37 8 2 866.598 0.543769
693 37 8 2 6783.18 0.356089
