Seed  np arch1 arch2 chi2/dat duration
5617 69 7 6 611.795 29.3883
4319 69 7 6 29.9634 25.6587
6302 69 7 6 3.10695 31.9544
7891 69 7 6 288.055 31.8981
7274 69 7 6 7.19975 26.8134
67 69 7 6 0.936161 28.634
1469 69 7 6 5.6199 30.4224
4995 69 7 6 1461.39 30.0065
5786 69 7 6 90.132 29.5837
590 69 7 6 66.7949 29.899
2117 69 7 6 65.5709 29.5084
6121 69 7 6 0.968969 32.8154
370 69 7 6 1.12903 31.8809
6512 69 7 6 19.3183 28.3592
7923 69 7 6 391.771 28.8595
9379 69 7 6 104.322 27.2489
8334 69 7 6 16.0045 31.5727
9280 69 7 6 0.978963 32.0449
3271 69 7 6 748.523 29.8488
5620 69 7 6 0.962532 30.1625
8320 69 7 6 87.2817 31.7714
3013 69 7 6 829.979 11.298
1145 69 7 6 39.1762 33.1275
498 69 7 6 6.73712 31.4973
8953 69 7 6 1.04118 29.3789
5095 69 7 6 39.067 27.6992
8318 69 7 6 0.964635 29.2768
9197 69 7 6 31.9038 28.4672
2307 69 7 6 27.3465 27.4737
9647 69 7 6 17.9737 28.1116
6772 69 7 6 2008.05 33.406
636 69 7 6 716.832 31.6127
9768 69 7 6 83.553 30.1547
4069 69 7 6 0.973344 33.6916
5378 69 7 6 1.27505 30.0956
9813 69 7 6 388.603 29.6216
7080 69 7 6 44.9118 29.5925
5581 69 7 6 70.3859 29.7155
1965 69 7 6 6.53064 31.9227
2030 69 7 6 379.399 30.7841
3029 69 7 6 383.615 30.1798
1394 69 7 6 0.989219 32.8916
6227 69 7 6 5.92866 30.0208
2797 69 7 6 24.0729 27.8321
1573 69 7 6 2.62849 28.3636
6817 69 7 6 37.1336 32.2564
607 69 7 6 831.523 29.8249
8740 69 7 6 0.959131 32.9219
9885 69 7 6 2469.85 0.608895
2026 69 7 6 70.8911 28.5562
8152 69 7 6 72.7355 29.6118
