Seed  np arch1 arch2 chi2/dat duration
530 74 9 5 0.957261 34.0923
8401 74 9 5 4.30489 31.5889
7904 74 9 5 1290.71 30.2127
3143 74 9 5 0.949346 32.9364
7293 74 9 5 533.714 34.4238
6778 74 9 5 4400.63 30.4345
3991 74 9 5 0.982911 30.2293
4862 74 9 5 1.00929 33.6597
6693 74 9 5 70.4519 30.0439
8486 74 9 5 0.961945 28.6954
7397 74 9 5 160.901 33.9133
274 74 9 5 137.297 29.4959
6629 74 9 5 15367.5 0.260163
5087 74 9 5 0.962758 33.7835
2725 74 9 5 9.31944 30.7988
5735 74 9 5 0.979135 27.0952
5058 74 9 5 30.1093 31.3805
2250 74 9 5 178.122 27.2284
252 74 9 5 353.219 30.8686
4120 74 9 5 0.95268 29.7599
5234 74 9 5 0.973204 33.5762
1560 74 9 5 117.124 29.1527
7763 74 9 5 0.978696 34.0492
9347 74 9 5 1178.03 4.55403
7449 74 9 5 1505.22 34.1456
2629 74 9 5 8.07087 30.6584
977 74 9 5 13.4404 31.5484
8699 74 9 5 182.201 29.1301
4067 74 9 5 338.459 30.5354
9885 74 9 5 2469.85 0.287624
1994 74 9 5 2.18629 33.5768
313 74 9 5 722.741 30.5173
766 74 9 5 1825.98 33.7091
623 74 9 5 0.971213 30.9231
4560 74 9 5 590.262 34.7899
265 74 9 5 0.972177 31.0126
1216 74 9 5 4221.6 31.0267
3925 74 9 5 4.1833 30.3225
766 74 9 5 1825.98 33.664
7869 74 9 5 3242.43 1.00913
2036 74 9 5 54.3494 33.8591
4465 74 9 5 518.098 31.7413
534 74 9 5 525.82 29.5528
2192 74 9 5 463.334 27.7484
963 74 9 5 531.634 30.8233
8499 74 9 5 8.88948 28.2783
1665 74 9 5 307.438 30.4287
5198 74 9 5 1353.18 29.6166
5865 74 9 5 1230.18 29.689
2691 74 9 5 910.112 34.1132
8628 74 9 5 80.0274 26.7643
