Seed  np arch1 arch2 chi2/dat duration
5697 61 6 6 1198.1 30.2677
9866 61 6 6 0.96982 27.0568
3861 61 6 6 0.977679 29.0485
1814 61 6 6 4391.17 1.47417
3354 61 6 6 3.16263 29.4571
3441 61 6 6 214.764 31.8562
3626 61 6 6 440.908 28.0506
8815 61 6 6 2921.55 32.1753
1043 61 6 6 0.96982 31.2661
4861 61 6 6 90.717 29.9151
29 61 6 6 680.718 31.8933
6279 61 6 6 0.971188 31.7712
7743 61 6 6 0.972092 27.8733
2441 61 6 6 230.649 28.2819
2124 61 6 6 0.974058 27.0642
8963 61 6 6 0.979251 31.8515
2522 61 6 6 988.881 33.6557
5637 61 6 6 0.952564 30.9137
3270 61 6 6 0.973019 30.4052
3105 61 6 6 6.31015 30.6001
8832 61 6 6 1150.92 28.9262
7721 61 6 6 133.273 28.5091
6573 61 6 6 159.942 27.3683
4183 61 6 6 35.8224 30.101
8074 61 6 6 711.889 31.5555
4659 61 6 6 1.04449 31.2965
8821 61 6 6 72.2351 30.4942
4901 61 6 6 287.81 31.5055
9746 61 6 6 0.9496 34.434
5888 61 6 6 393.962 35.0308
2568 61 6 6 5.47443 29.6522
4064 61 6 6 0.955263 32.2525
2451 61 6 6 26212.7 0.463476
7577 61 6 6 2174.88 31.7551
8279 61 6 6 0.954655 30.9751
8863 61 6 6 3206.06 31.4461
5524 61 6 6 125.673 29.7156
169 61 6 6 3.03711 32.6459
9439 61 6 6 4161.75 0.329644
1762 61 6 6 231.01 31.2879
5253 61 6 6 619.911 36.6829
5063 61 6 6 252.148 30.2269
9797 61 6 6 158.257 30.7647
4911 61 6 6 1.55072 34.509
2261 61 6 6 23.1474 30.8735
2577 61 6 6 65.1217 27.4584
5013 61 6 6 176.941 30.1762
1115 61 6 6 20.0333 26.8024
1993 61 6 6 896.37 32.2054
2834 61 6 6 209.887 31.4763
1310 61 6 6 103.451 29.4346
