Seed  np arch1 chi2/dat duration
1802 139 46 0.581336 32.1762
2769 139 46 2534.53 0.172569
6475 139 46 452.035 25.0873
7271 139 46 5.06146 30.1213
9238 139 46 71727.2 0.133358
5078 139 46 615339 0.178337
6370 139 46 35.3073 31.9618
1940 139 46 6557.79 0.132726
1186 139 46 94869.4 3.18079
1061 139 46 16141.2 0.134859
5170 139 46 36767.4 0.125799
6012 139 46 143053 0.136231
321 139 46 1786.18 0.122975
4506 139 46 70712.6 0.220182
6511 139 46 524375 0.123805
1436 139 46 207861 0.123708
3128 139 46 22604.8 0.126328
9768 139 46 1.97139 29.0917
5583 139 46 12577.8 0.137098
5009 139 46 551118 0.125432
2888 139 46 31898.3 0.128467
2832 139 46 954154 0.124009
582 139 46 503233 0.175826
3283 139 46 6.83158 34.0692
6652 139 46 19634.4 13.3824
3595 139 46 2.50875 37.8591
9940 139 46 6.79835e+06 0.178632
214 139 46 6889.8 0.127457
9228 139 46 91238 0.125125
9589 139 46 15252 5.3479
7453 139 46 22755.7 27.5324
4334 139 46 2755.04 0.179878
6861 139 46 1.27694e+06 0.129416
8584 139 46 21006.3 0.173048
7295 139 46 7.26434 37.1289
2901 139 46 84634.3 0.125967
4659 139 46 3246.66 0.133003
1647 139 46 107062 0.13069
4447 139 46 152.091 4.08561
3000 139 46 1172.34 0.305974
5154 139 46 113444 0.124968
1167 139 46 5784.18 0.126109
5231 139 46 0.56266 31.2717
2789 139 46 92962.9 0.133212
3805 139 46 1.31625 28.1561
87 139 46 61102.3 0.224136
9057 139 46 63389.6 0.135727
686 139 46 5908.19 0.263016
1317 139 46 2.18506e+06 23.3877
2353 139 46 11696 0.132872
9439 139 46 2247.53 0.13531
