Seed  np arch1 chi2/dat duration
2895 106 35 56636 7.0882
6062 106 35 25267 0.100299
8953 106 35 0.577613 22.7243
2326 106 35 15975.2 0.0891476
2092 106 35 155836 0.186476
5144 106 35 1.2482 26.1344
155 106 35 132494 0.0887557
9027 106 35 1.44848e+06 0.0905898
2462 106 35 0.572107 22.4138
7076 106 35 0.745977 22.375
5414 106 35 22356.2 0.12081
2740 106 35 6338.98 0.217832
8035 106 35 16315.1 3.97454
9980 106 35 0.598927 24.1969
2106 106 35 0.863744 26.5697
6494 106 35 25733.1 0.120852
202 106 35 142232 0.092594
8170 106 35 382668 1.92408
6606 106 35 173105 3.74914
3703 106 35 72424.8 14.5054
6061 106 35 154589 15.0258
2629 106 35 20690.2 6.12388
7637 106 35 1.73865e+09 6.8498
2040 106 35 1.30964e+06 0.0883051
4433 106 35 1086.7 4.05821
3881 106 35 0.790216 25.6784
4750 106 35 0.655734 22.154
4366 106 35 604926 0.0890077
6713 106 35 508167 0.0936603
8618 106 35 107282 0.0903379
1353 106 35 7745.29 4.38623
2408 106 35 581.356 0.0964993
3488 106 35 5.71382 23.451
7420 106 35 18027.3 0.0973008
3360 106 35 2.64548e+07 22.6878
7536 106 35 93713.4 3.40746
2350 106 35 32783.3 7.06549
9286 106 35 19150.7 0.0925429
9291 106 35 7086.31 0.123916
39 106 35 4.35052 23.6079
7084 106 35 315.449 0.128506
9467 106 35 3561.25 0.185008
9921 106 35 280062 0.0902085
5538 106 35 0.714085 23.3692
4804 106 35 1979.59 7.2214
1097 106 35 4.401 22.6856
1641 106 35 188007 0.0915265
897 106 35 0.893129 23.3243
8931 106 35 4.95414 22.1536
6776 106 35 218333 22.8697
2014 106 35 124135 0.086442
