Seed  np arch1 chi2/dat duration
4402 31 10 1461.08 3.52919
2157 31 10 23456.5 0.0403554
884 31 10 2.46338 5.65068
1927 31 10 36186.1 6.53762
2177 31 10 48966.5 0.37566
7965 31 10 5294.18 5.22619
9666 31 10 487479 0.0317626
6046 31 10 155831 0.0499701
9417 31 10 1.12057 6.56366
9141 31 10 6.1347 6.9396
841 31 10 42757 0.0235398
1229 31 10 0.891098 6.77073
9172 31 10 16.4855 6.26696
4559 31 10 6.89549 6.89835
5621 31 10 0.724816 6.86863
1057 31 10 50246.8 0.0228145
1774 31 10 27356.9 1.34779
8995 31 10 20.2642 7.10997
6211 31 10 1310.39 0.024532
4273 31 10 1.07081 5.551
3396 31 10 1.51092e+06 1.46997
1141 31 10 372.509 0.0407255
6850 31 10 0.784769 7.0279
1292 31 10 44087.1 0.0533196
2676 31 10 10.9526 5.55534
9773 31 10 0.745187 6.62478
9741 31 10 10147.7 0.0252565
7535 31 10 0.698192 6.73299
2083 31 10 11.6983 6.34166
638 31 10 21.765 6.49044
697 31 10 45893.5 0.0401824
3118 31 10 412792 0.616212
5565 31 10 4.41332 5.47553
5731 31 10 561444 0.0302357
790 31 10 9916.06 0.0504307
3069 31 10 0.769524 7.04154
1659 31 10 0.72039 7.01692
6626 31 10 1.70665 6.50441
8493 31 10 1.36642e+06 0.0345455
2652 31 10 5.61837 6.20705
2031 31 10 10.3173 7.03826
9180 31 10 0.759457 6.94416
7008 31 10 1.02529 6.93275
5426 31 10 83435 0.0155272
5471 31 10 57444 4.24845
2739 31 10 396098 0.0298971
9956 31 10 3759.17 0.0324915
8262 31 10 223351 0.123961
5061 31 10 0.728871 6.70391
4100 31 10 2.78913 5.72457
8541 31 10 4.47497 6.79757
