Seed  np arch1 chi2/dat duration
8700 43 14 74967.2 0.073097
9102 43 14 226.54 1.88198
842 43 14 10046.6 0.0447486
1271 43 14 0.69896 9.32034
2952 43 14 33336.3 0.0326603
7654 43 14 6988.8 0.0688001
124 43 14 0.820813 7.72412
641 43 14 0.817716 8.11877
278 43 14 0.701964 7.80036
2061 43 14 8049.93 0.0330265
6615 43 14 1424.91 0.0551476
1221 43 14 0.846438 8.64591
9613 43 14 1.7494e+06 0.0442462
9189 43 14 5.17709e+06 7.70102
2084 43 14 11528.5 0.0320856
603 43 14 1.69868 8.50273
9757 43 14 20756.3 2.48981
1394 43 14 0.612643 9.3761
2277 43 14 22981.4 0.0318777
1222 43 14 7537.78 0.0333486
5840 43 14 3.38653e+06 3.87479
9207 43 14 35140 0.0341839
9253 43 14 852550 0.0332295
8719 43 14 1974.52 0.058241
1190 43 14 0.720771 8.30302
3758 43 14 682089 5.44365
3332 43 14 116.643 0.0463208
4780 43 14 53695.7 0.0754961
5201 43 14 101753 0.0321202
6184 43 14 13632.8 1.17964
5723 43 14 24.9305 7.69018
1297 43 14 10.4103 8.13934
4823 43 14 227.218 4.55373
9486 43 14 75262.1 0.505739
8425 43 14 83301.7 0.0316245
681 43 14 142386 2.62185
265 43 14 17029.7 0.0531352
3803 43 14 3.06277 7.76285
8961 43 14 77393.9 0.0311337
3369 43 14 1.45275e+06 6.60938
7748 43 14 0.715703 7.44022
3763 43 14 69765.3 0.0309599
3052 43 14 701297 0.0331817
6059 43 14 3.47511 6.84094
726 43 14 47.7277 7.09663
21 43 14 377.062 4.82662
1959 43 14 62980 0.044203
8450 43 14 0.769635 9.10654
4692 43 14 126839 0.0307719
3922 43 14 1.23103 6.66409
6500 43 14 40630.4 0.220881
