Seed  np arch1 chi2/dat duration
1408 85 28 0.910482 20.4809
7120 85 28 12.0904 20.0608
852 85 28 2.69356 17.249
3934 85 28 27697.2 0.968886
2020 85 28 1516.49 3.98781
1696 85 28 1.94086e+06 0.0745402
9863 85 28 16363.1 0.0972747
733 85 28 83431.2 0.071644
6942 85 28 243009 0.0982777
9553 85 28 241.756 0.078435
9788 85 28 15043.7 0.117383
8971 85 28 272260 11.3017
9719 85 28 0.728067 17.7978
916 85 28 45037.3 0.0754441
2287 85 28 0.684864 19.2816
2430 85 28 3.05019e+06 0.126178
8588 85 28 568318 0.096037
4186 85 28 1.19645e+06 0.0716584
7340 85 28 378.709 6.91721
6866 85 28 2.7554 20.3425
7982 85 28 48615.2 0.0688659
6061 85 28 6.88361 18.0895
6628 85 28 19724.5 0.0753131
7035 85 28 23835.1 12.6484
8152 85 28 0.926828 18.8062
6880 85 28 386986 0.0694136
1745 85 28 26193.3 0.877462
3000 85 28 3219.84 5.48759
4604 85 28 10.0761 15.2503
9230 85 28 578573 0.0723583
1399 85 28 2.18049 18.1476
1513 85 28 1587.35 10.8101
7663 85 28 259629 7.95089
9740 85 28 24783.8 13.537
6608 85 28 0.745984 16.5388
6484 85 28 2173.22 18.7332
2351 85 28 79.1554 19.4886
8677 85 28 592.128 0.0954202
4318 85 28 1.00831 20.4401
8630 85 28 4.2913 21.3592
9061 85 28 85.016 20.018
9393 85 28 154.787 19.669
8208 85 28 22939.2 0.0724274
1781 85 28 36214.2 1.54836
9659 85 28 0.574409 17.4239
4178 85 28 1881.75 1.46495
160 85 28 16063.3 0.260926
7557 85 28 126.365 1.12128
3423 85 28 32967.9 0.11819
445 85 28 35.0381 21.3272
8877 85 28 39.443 18.6952
