Seed  np arch1 chi2/dat duration
1485 40 13 0.867511 6.74734
6653 40 13 34253.1 1.53873
7018 40 13 868361 5.92333
5401 40 13 0.946596 7.04393
7990 40 13 0.774622 7.73866
5938 40 13 2.86685e+06 0.0279022
6118 40 13 0.696748 8.56906
889 40 13 3885.48 1.37387
354 40 13 214.356 0.0513343
152 40 13 5395.92 4.83055
1344 40 13 88835.1 0.0306393
3739 40 13 0.795533 8.72084
6677 40 13 26511.5 1.73353
8694 40 13 3250.53 7.21292
8214 40 13 0.725267 8.36923
7070 40 13 33672.6 3.64654
7211 40 13 0.999886 7.52557
4446 40 13 768.406 1.05612
591 40 13 18001.1 2.7725
2458 40 13 0.694929 8.50173
2179 40 13 12500.5 0.0305273
8743 40 13 0.72668 8.29502
3481 40 13 154246 0.0307534
8959 40 13 0.768297 7.46688
2615 40 13 24466.8 2.67806
5108 40 13 408965 0.030669
9683 40 13 85474.9 0.0298883
6991 40 13 46.8801 8.00301
6673 40 13 35410.8 0.172044
1917 40 13 79807.3 7.78066
828 40 13 430783 4.00437
2446 40 13 29387.1 3.23667
8497 40 13 24016.3 2.99378
6235 40 13 5.16633e+06 3.04983
4727 40 13 1395.23 2.18029
7248 40 13 53446.2 0.0286631
6438 40 13 760.884 0.0616767
3793 40 13 1949.57 2.02688
1832 40 13 1.20038e+07 0.0275968
555 40 13 0.742335 8.37999
6514 40 13 485782 0.0280451
886 40 13 186.592 8.64073
9956 40 13 9810.31 1.45816
5201 40 13 1.07657 6.9721
5911 40 13 0.740427 7.30785
5160 40 13 0.664867 8.03858
7292 40 13 40.6192 6.88875
1270 40 13 52235.4 3.37207
9976 40 13 1460.47 1.18648
8367 40 13 16091.5 1.10997
6129 40 13 1.17184 6.86752
