Seed  np arch1 chi2/dat duration
6746 61 20 1.58593 13.9336
815 61 20 4453.49 0.369932
7323 61 20 14410.1 0.588822
7453 61 20 357675 0.0475456
347 61 20 349100 0.0493795
6272 61 20 534463 0.04832
8378 61 20 3.05664e+06 0.0655105
6533 61 20 2475.16 3.47683
5121 61 20 524139 12.8495
2234 61 20 0.625277 12.2526
1221 61 20 0.776954 13.0832
4297 61 20 1.9003 11.7683
2304 61 20 189616 11.4261
5952 61 20 2.21393 12.0243
1114 61 20 7.02213 10.9135
3227 61 20 61978.9 0.047968
2191 61 20 4.6615 11.7341
431 61 20 3.92901 13.7431
4580 61 20 0.638102 12.0933
901 61 20 4050.05 2.34451
8907 61 20 62343.5 0.0642564
1681 61 20 0.651162 13.1991
3561 61 20 24219.3 0.0475195
3008 61 20 3.99252e+06 11.9052
6514 61 20 862550 14.0706
8326 61 20 29.1741 13.8103
7048 61 20 1261.7 0.129365
8818 61 20 75.7466 13.8257
7571 61 20 3174.98 0.0482428
1318 61 20 1.94628e+06 0.0496733
7488 61 20 24657.3 0.0691107
6316 61 20 13742.9 0.442925
5567 61 20 364977 0.0861586
8337 61 20 4.39109e+06 0.0495766
7808 61 20 2.07698 11.556
1652 61 20 1.79973e+06 0.0692724
7915 61 20 0.62425 12.2906
826 61 20 125689 1.56519
1973 61 20 0.635508 14.234
397 61 20 360948 0.0487919
7401 61 20 336962 0.0489132
1554 61 20 1340.74 0.0991773
1271 61 20 25319.9 0.0537228
6609 61 20 46577.4 0.048317
5118 61 20 2.88648e+06 0.0492261
5401 61 20 0.546526 12.3855
7510 61 20 143466 0.132955
6573 61 20 39180.1 4.72757
7967 61 20 21.1238 11.2719
9195 61 20 1.52517e+06 0.0678626
4514 61 20 15.2942 14.1007
