Seed  np arch1 chi2/dat duration
9349 79 26 191939 0.0648087
9163 79 26 89375 0.235848
6357 79 26 2.95945 13.6476
5609 79 26 0.648397 15.5273
6643 79 26 5270.91 0.0634638
4752 79 26 33229.7 15.1141
8208 79 26 28304.1 0.0618783
893 79 26 14.9236 14.4117
8146 79 26 1888.24 0.0662008
1662 79 26 20004.3 0.0891373
9722 79 26 9457.51 0.0632795
1439 79 26 31913 0.0654743
5377 79 26 25492.9 0.0618494
8367 79 26 56147.3 0.106513
6415 79 26 3.86983 15.1107
4595 79 26 92810.1 0.823654
1804 79 26 4238.42 0.0653195
6334 79 26 894.088 0.0908573
1029 79 26 15081.9 1.66784
5951 79 26 38522.7 0.0685158
2180 79 26 69913.9 0.0647163
7842 79 26 4125.25 0.0848508
2404 79 26 3403.88 0.802535
6249 79 26 0.411768 17.906
4868 79 26 9275.51 0.0634012
5801 79 26 9238.58 0.083892
137 79 26 593407 0.0802269
4760 79 26 40.4386 17.0601
2043 79 26 26107 0.0827427
1789 79 26 2303.84 11.1792
5724 79 26 29596 0.0633997
3635 79 26 129858 0.0616417
3163 79 26 4491.25 9.43871
1564 79 26 14819.2 0.0673304
8324 79 26 1.30902e+06 0.0617364
9180 79 26 4063.25 4.28542
6608 79 26 0.438918 17.8396
2284 79 26 3.49434 17.9925
5050 79 26 0.601496 16.5393
2685 79 26 17.7944 16.748
5166 79 26 2.84384e+06 12.7269
8751 79 26 2.55407 18.4268
4714 79 26 46993.1 0.0648336
5536 79 26 134939 0.0667202
5967 79 26 4.33597e+06 0.0652507
5298 79 26 1015.31 0.0902523
2124 79 26 0.632833 16.6814
2493 79 26 1.9195 14.2726
2044 79 26 0.885122 14.0131
1886 79 26 21263.5 0.0633488
6632 79 26 1.31506e+06 0.0656676
