Seed  np arch1 chi2/dat duration
8869 121 40 337641 0.11366
2534 121 40 160681 0.155545
4613 121 40 9241.15 2.55131
9400 121 40 43.2908 29.6571
1058 121 40 44336.5 0.10654
6794 121 40 270798 0.104188
1527 121 40 20593.4 0.115623
4842 121 40 1.35464e+07 0.538929
3102 121 40 10554.8 0.142103
3594 121 40 642819 0.110574
189 121 40 1516.66 0.113201
9245 121 40 191953 0.112032
2755 121 40 5263.41 0.116772
3977 121 40 9012.25 0.145386
4682 121 40 33112.3 0.112145
6855 121 40 402950 0.1501
1071 121 40 1069.13 14.2124
4127 121 40 6.25853 31.3615
9239 121 40 141.54 0.15733
50 121 40 1.72291e+06 0.115167
5587 121 40 0.534029 32.3268
7953 121 40 43.3792 27.3841
9463 121 40 52002.6 12.5439
5959 121 40 192671 19.0739
9129 121 40 11446 0.47429
6087 121 40 2.90458e+06 20.4565
311 121 40 27.2541 33.6843
1848 121 40 12076.9 0.11274
1349 121 40 17622.3 0.113506
701 121 40 1022.15 20.6601
2197 121 40 6.41198 27.3279
3241 121 40 3454.03 0.148452
6663 121 40 103.156 24.0942
7343 121 40 3329.48 0.189441
3186 121 40 23.4887 33.3385
2664 121 40 38612.6 0.118496
7842 121 40 3169.5 0.538827
2345 121 40 0.851363 32.2407
4 121 40 62.5334 29.1017
6717 121 40 455773 0.144579
8268 121 40 74604.9 0.108144
1198 121 40 164907 0.109288
6584 121 40 173651 3.81994
5863 121 40 54604.7 0.106701
4946 121 40 108.611 33.8583
9157 121 40 12792.8 0.153469
5471 121 40 516567 0.111727
2933 121 40 324115 0.148445
2117 121 40 600809 9.85947
7454 121 40 1550.03 0.113789
3632 121 40 0.575576 27.7099
