Seed  np arch1 chi2/dat duration
507 55 18 3.17507 11.038
2153 55 18 0.687553 10.0187
1867 55 18 3530.42 0.0622177
1682 55 18 931154 0.0406777
5285 55 18 23672 0.0470443
744 55 18 0.611941 12.3607
6850 55 18 16.191 9.62319
6177 55 18 57271.8 0.800739
2667 55 18 0.811893 9.90161
3068 55 18 930.332 0.0749223
4733 55 18 5867.44 0.401266
9303 55 18 32880.4 0.988974
8707 55 18 12466.4 0.0558664
6023 55 18 18918.1 0.0422996
914 55 18 0.635089 10.1041
6071 55 18 2703.83 6.82587
13 55 18 0.742658 12.5931
2473 55 18 1246.68 11.8467
376 55 18 0.808385 11.4522
2667 55 18 0.811893 9.90397
3309 55 18 1.12871 10.8593
1792 55 18 0.541341 11.6791
3438 55 18 5.25556 9.45665
9771 55 18 20.6322 10.5908
6337 55 18 1014.75 0.101342
6879 55 18 110379 0.0437868
4919 55 18 1.01405 10.1251
5091 55 18 2.10079 12.5622
3923 55 18 36939.1 0.0421358
3048 55 18 2152.44 0.0864862
8579 55 18 0.710698 12.2394
7215 55 18 4.28967e+06 0.0440637
9319 55 18 0.416459 12.1432
9971 55 18 2.66426 9.61056
6238 55 18 760.41 0.0585115
2041 55 18 0.667413 11.1834
1064 55 18 42.3323 10.4744
7434 55 18 88891.4 6.59116
1773 55 18 489516 8.14097
8448 55 18 146414 2.6702
9830 55 18 67525.6 8.71887
4171 55 18 39036.3 0.0447312
2575 55 18 21356.1 0.0463715
8973 55 18 0.732296 12.3688
344 55 18 1283.48 0.0411506
7743 55 18 0.811905 12.6799
899 55 18 31358.2 0.042774
2655 55 18 46194 0.0445963
2069 55 18 37758 0.0419857
1974 55 18 2.09826 10.7435
3600 55 18 0.571186 11.5001
