Seed  np arch1 chi2/dat duration
5191 142 47 33046.6 0.134543
6694 142 47 8.78945 38.8204
1145 142 47 0.67736 31.7088
2309 142 47 0.709838 33.9328
9258 142 47 756.248 8.9234
6616 142 47 1.66714 32.9822
219 142 47 141123 0.141497
9214 142 47 1.2462 38.2201
559 142 47 5529.92 0.131636
1778 142 47 46370.2 0.176352
2645 142 47 1.84811e+06 0.132258
8143 142 47 19137.8 0.182433
9603 142 47 23154.5 0.132897
8559 142 47 214676 5.41282
7551 142 47 35804.8 0.127389
2282 142 47 152095 34.9285
5336 142 47 6094.99 6.30313
8730 142 47 91063.2 1.80901
72 142 47 7597.96 0.184168
3997 142 47 1942.36 0.139227
5732 142 47 1.60328 37.9844
5875 142 47 177307 0.139748
4104 142 47 5027.89 0.175346
7671 142 47 651677 0.135289
3186 142 47 67280.4 0.129433
749 142 47 2.88833 29.7092
5332 142 47 18.9675 39.4255
4281 142 47 94743.7 22.5983
1753 142 47 293.501 9.0104
3243 142 47 672120 14.5761
6103 142 47 59294.8 0.135171
6109 142 47 1843.74 0.184951
657 142 47 86307.6 6.09723
667 142 47 0.600843 34.7574
309 142 47 1.81364e+06 7.35518
2280 142 47 211142 0.221509
2468 142 47 355285 0.180057
3736 142 47 5.62044 34.2361
2373 142 47 4.59876e+06 0.22891
1706 142 47 403375 0.171201
10000 142 47 3345.79 30.5501
6570 142 47 283680 0.130061
138 142 47 23370.1 0.127149
7385 142 47 12276.8 25.6052
2540 142 47 3.22218 38.4071
1839 142 47 18.6419 37.1342
2678 142 47 5.68639e+08 3.09157
1651 142 47 87231.8 0.134895
1818 142 47 264854 29.1188
5455 142 47 1.87813e+06 0.129834
6424 142 47 9768.03 0.177266
