Seed  np arch1 chi2/dat duration
4810 91 30 1531.95 0.0995478
2790 91 30 476.504 6.87758
663 91 30 1.78846 20.7012
3865 91 30 156479 0.0782066
7755 91 30 69277.7 0.0771168
7664 91 30 7.23667 18.2439
1515 91 30 31183.5 0.178261
4422 91 30 63966.7 0.102473
787 91 30 215302 0.0741281
1355 91 30 3322.55 2.77615
2432 91 30 115.127 16.7998
4514 91 30 30198.4 0.0721131
6424 91 30 6227.25 0.530514
9606 91 30 72.8398 20.3058
6001 91 30 115341 0.0493849
5903 91 30 29346.9 3.46222
7312 91 30 5.4462e+06 0.0735349
799 91 30 848197 0.07816
2710 91 30 136.005 21.6653
944 91 30 24941.8 0.103403
9937 91 30 2433 0.107267
3300 91 30 6.3736 17.7329
9314 91 30 118788 0.102059
5186 91 30 7.58505 17.4468
8190 91 30 1.64689 22.2024
5577 91 30 40201.9 0.0789347
6580 91 30 4.83911e+06 0.251338
4537 91 30 583.401 11.1919
1211 91 30 5093.83 5.08537
6199 91 30 20003.3 2.87132
5762 91 30 37059.9 0.373834
6154 91 30 1.04309 22.4133
8637 91 30 10372 0.0812138
1099 91 30 3367.61 17.5033
3537 91 30 201.56 7.57213
6392 91 30 9.03355 18.184
1390 91 30 70049.5 0.0733865
6623 91 30 3.58071e+07 6.18687
1542 91 30 46185.5 0.0777665
2397 91 30 66178.2 0.0774853
1243 91 30 14.318 19.436
6299 91 30 12.0694 18.441
5887 91 30 8.18021e+06 0.0734816
9015 91 30 117445 0.0727731
4036 91 30 2674.63 0.106656
5498 91 30 354.573 15.3241
1180 91 30 270176 3.04517
205 91 30 13.5863 22.4813
429 91 30 2.29281 20.2785
8320 91 30 5.38479e+06 0.0765426
6956 91 30 1863.06 12.0235
