Seed  np arch1 arch2 chi2/dat duration
478 33 7 2 211.72 0.0191715
5229 33 7 2 130.505 2.91618
1968 33 7 2 283.224 0.0743725
8748 33 7 2 5.78642 2.95376
1381 33 7 2 4290.74 0.0371444
1944 33 7 2 829.802 2.6147
9358 33 7 2 245.309 2.7285
783 33 7 2 59.7332 2.77453
1321 33 7 2 345.568 0.0255758
9832 33 7 2 802.448 0.0942973
1809 33 7 2 72.4448 0.0240363
1686 33 7 2 19.9234 2.83046
577 33 7 2 208.287 0.0472575
4754 33 7 2 55.2833 0.0240674
9585 33 7 2 0.711964 2.99437
9441 33 7 2 52.8794 0.0203269
5334 33 7 2 61.0953 0.0254963
4385 33 7 2 76.2567 0.0442806
6750 33 7 2 0.792669 3.05423
97 33 7 2 3815.29 0.0375077
352 33 7 2 91.1992 0.0246436
5183 33 7 2 80.8053 2.61363
4634 33 7 2 158.68 0.160614
5652 33 7 2 313.77 0.0709651
6217 33 7 2 2017.22 0.066325
1086 33 7 2 142.907 0.0195491
2631 33 7 2 638.685 2.63224
7793 33 7 2 5.73019 2.92309
602 33 7 2 320.826 0.0439972
1093 33 7 2 530.183 0.0379192
2729 33 7 2 176.323 2.80409
5923 33 7 2 3031.27 2.56334
2193 33 7 2 4.33142 2.61646
881 33 7 2 44.0471 2.62154
8899 33 7 2 12201 0.0244187
2414 33 7 2 5633.93 0.0159729
30 33 7 2 210.547 0.125715
684 33 7 2 3.00055 2.88795
4882 33 7 2 22.7138 2.46417
9738 33 7 2 1173.27 0.0473564
6155 33 7 2 70.5892 2.75433
5208 33 7 2 78.5167 2.85194
3818 33 7 2 125.581 0.0192115
4475 33 7 2 1251.2 0.0301778
6386 33 7 2 14.688 2.88818
471 33 7 2 81.2966 2.12059
9334 33 7 2 35.8104 2.52769
9063 33 7 2 16.2051 3.02768
5784 33 7 2 11.074 2.87961
9224 33 7 2 21.9716 2.71297
2090 33 7 2 112.548 3.02774
