Seed  np arch1 arch2 chi2/dat duration
5199 46 5 5 25.919 3.21341
1642 46 5 5 16.5436 3.03673
1613 46 5 5 5.34391 2.85974
1397 46 5 5 85.7521 0.0503108
5097 46 5 5 1.14951 2.76861
2582 46 5 5 889.086 3.16314
7413 46 5 5 6906.71 0.135399
6973 46 5 5 305.245 0.536551
173 46 5 5 379.337 3.17044
6633 46 5 5 54.8548 2.85515
6610 46 5 5 0.694375 2.95576
3253 46 5 5 132.727 3.05924
1558 46 5 5 29.4423 2.96333
2252 46 5 5 74.9108 2.86931
7331 46 5 5 26.8467 2.76448
593 46 5 5 4.97315 3.01399
1158 46 5 5 0.580611 3.04263
3006 46 5 5 97.0606 2.61776
840 46 5 5 168.461 2.74116
4084 46 5 5 76.7313 2.7502
9142 46 5 5 1231.96 3.02341
1513 46 5 5 97.8511 3.16303
1123 46 5 5 37.4174 2.69571
8169 46 5 5 22.4331 2.74841
9203 46 5 5 18.4354 2.8446
6579 46 5 5 31.9227 2.87428
1528 46 5 5 96.7753 3.33785
4187 46 5 5 808.348 3.00398
2604 46 5 5 3.25766 2.51992
2478 46 5 5 21.519 2.84181
1834 46 5 5 0.597803 3.06353
4047 46 5 5 90.2312 3.01323
4507 46 5 5 19.6532 2.4996
7456 46 5 5 34.1551 2.5822
8201 46 5 5 109.11 3.11236
6073 46 5 5 3.01786 3.00253
887 46 5 5 148.828 0.10718
4696 46 5 5 0.533061 3.04757
3669 46 5 5 2.12482 2.69531
6897 46 5 5 83.6146 0.0349871
1589 46 5 5 5.83276 3.05677
466 46 5 5 35.2594 2.77009
5356 46 5 5 8.22133 3.05127
9782 46 5 5 0.780799 2.71262
9210 46 5 5 16.09 2.78369
2404 46 5 5 33.8962 2.76505
3932 46 5 5 60.2941 2.94846
9041 46 5 5 739.498 0.0280357
2032 46 5 5 7.53093 3.07258
6947 46 5 5 12.709 2.84536
9618 46 5 5 81.965 2.75553
