Seed  np arch1 arch2 chi2/dat duration
7693 45 6 4 41.0898 2.9336
1166 45 6 4 9.81207 2.78792
9384 45 6 4 0.675977 2.93061
9707 45 6 4 0.666516 3.16584
5923 45 6 4 356.809 3.06243
1006 45 6 4 44.4488 2.94743
7704 45 6 4 16.7558 2.79639
8700 45 6 4 209.998 0.0398951
246 45 6 4 60.6446 3.09812
4320 45 6 4 8.68269 2.72375
437 45 6 4 995.874 2.96896
6233 45 6 4 341.125 2.99735
5461 45 6 4 45.0047 2.83292
319 45 6 4 17.7561 3.1768
2793 45 6 4 26.2176 4.03126
1926 45 6 4 441.659 0.0447259
5828 45 6 4 62.5567 2.48874
7090 45 6 4 4.19447 2.8967
3732 45 6 4 124.514 0.0482105
1679 45 6 4 107.43 2.89887
513 45 6 4 17.567 2.74577
1297 45 6 4 113.576 0.0202774
5332 45 6 4 68.7513 0.477596
1109 45 6 4 4.75612 2.93501
3949 45 6 4 4.69119 2.98232
9722 45 6 4 9.68701 2.91613
1736 45 6 4 0.66237 3.19998
5888 45 6 4 25.5159 3.17284
8071 45 6 4 180.821 0.054904
2196 45 6 4 0.726091 2.95441
4595 45 6 4 9.89733 2.76478
5 45 6 4 0.722412 3.00355
4688 45 6 4 91.5764 2.71561
441 45 6 4 61.1769 2.67057
8748 45 6 4 1.02975 2.91365
5450 45 6 4 0.71361 2.93543
5306 45 6 4 8.68467 3.19032
3707 45 6 4 3840.53 0.0533349
8086 45 6 4 195.212 2.9062
7379 45 6 4 997.748 0.0478938
1872 45 6 4 21.587 3.05315
5905 45 6 4 327.122 0.0423221
6395 45 6 4 1.26645 2.89841
1959 45 6 4 170.079 3.27531
1890 45 6 4 97.8526 2.83906
5005 45 6 4 58.2205 2.72229
428 45 6 4 91.3085 0.103121
133 45 6 4 110.517 2.88516
4308 45 6 4 38.8784 2.88011
6161 45 6 4 683.356 3.02322
3778 45 6 4 483.74 3.12852
