Seed  np arch1 arch2 chi2/dat duration
8159 25 5 2 127.06 0.04144
983 25 5 2 74.6162 0.311762
6607 25 5 2 87.6025 2.60402
1404 25 5 2 160.076 0.0259597
5168 25 5 2 646.788 2.62014
1867 25 5 2 100.953 2.72307
7090 25 5 2 42.5719 2.97475
5258 25 5 2 110.789 0.04877
6665 25 5 2 276.434 2.85855
8478 25 5 2 41.4926 0.0155272
4566 25 5 2 199.808 2.42904
5543 25 5 2 17.0434 1.86186
6659 25 5 2 662.183 0.478864
6903 25 5 2 116.593 2.78154
4168 25 5 2 260.238 2.54963
3944 25 5 2 1272.4 0.0351157
579 25 5 2 240.817 2.50442
2360 25 5 2 218.015 2.57748
9257 25 5 2 61.0997 2.54707
4068 25 5 2 2307.12 0.0764342
9193 25 5 2 454.417 0.0284815
6860 25 5 2 48.1881 2.50142
3028 25 5 2 117.26 0.0365343
3272 25 5 2 28.5645 2.49189
2461 25 5 2 36.0133 1.09701
4603 25 5 2 222.622 2.56516
914 25 5 2 21.6954 2.56767
7755 25 5 2 204.612 0.159891
1239 25 5 2 156.11 0.524148
9875 25 5 2 151.537 0.563847
6471 25 5 2 100.739 3.00514
5810 25 5 2 92.0962 0.0217199
1627 25 5 2 141.475 2.69403
7004 25 5 2 756.481 0.031682
69 25 5 2 117.411 2.91746
944 25 5 2 175.482 2.63276
5503 25 5 2 13.4686 2.59135
1853 25 5 2 137.115 0.060995
498 25 5 2 44.0585 2.56116
2532 25 5 2 621.662 2.75926
9127 25 5 2 75.5542 0.0294278
8265 25 5 2 30.9998 2.65202
692 25 5 2 98.7447 2.5555
4489 25 5 2 690.353 0.0360667
7875 25 5 2 538.496 0.036811
135 25 5 2 39.4159 2.54328
3341 25 5 2 155.875 2.72995
2486 25 5 2 56.2579 2.59278
4543 25 5 2 95.6762 2.7143
9250 25 5 2 116.463 0.0643871
5535 25 5 2 1976.24 0.0707105
