Seed  np arch1 arch2 chi2/dat duration
2546 60 7 5 8.35978 3.31667
427 60 7 5 101.964 0.0837597
4783 60 7 5 12.9254 3.17426
9512 60 7 5 0.441126 3.32405
7916 60 7 5 0.773887 3.11862
3598 60 7 5 59.2952 2.79009
338 60 7 5 364.098 3.14921
93 60 7 5 41.1585 3.04136
8588 60 7 5 261.097 3.02843
1149 60 7 5 55.6119 3.30713
7631 60 7 5 78.547 3.35497
1470 60 7 5 13.9778 3.32943
5227 60 7 5 25.7243 2.83297
2593 60 7 5 1.32429 3.1731
1812 60 7 5 48.7897 3.46127
3529 60 7 5 1189.48 3.48605
1663 60 7 5 2.31518 3.39218
1988 60 7 5 6.16042 3.18768
26 60 7 5 3542.65 0.0345212
2170 60 7 5 68.7325 3.09047
2714 60 7 5 51.8505 2.76643
59 60 7 5 5.51862 2.93039
2232 60 7 5 0.630393 3.26787
233 60 7 5 23.6681 2.76306
5078 60 7 5 685.137 0.0697828
8175 60 7 5 17.2851 2.86391
795 60 7 5 0.572127 3.32804
8356 60 7 5 14.1704 2.98625
7022 60 7 5 53.5532 2.95985
3541 60 7 5 8.2537 3.02621
7777 60 7 5 0.705233 3.38823
3947 60 7 5 35.1698 2.7905
7202 60 7 5 255.181 3.48021
2402 60 7 5 305.358 0.0510487
7933 60 7 5 171.05 3.3908
7781 60 7 5 143.596 3.47088
9219 60 7 5 1.41137 3.21022
4166 60 7 5 168.814 3.06048
4963 60 7 5 78.1506 2.93773
5763 60 7 5 5.41841 3.35806
5006 60 7 5 206.053 2.82926
2445 60 7 5 2.85004 4.16214
591 60 7 5 336.716 3.03036
3223 60 7 5 0.631352 3.38922
8341 60 7 5 5.2844 3.03448
2477 60 7 5 1.07386 3.0093
2889 60 7 5 0.589132 3.31593
488 60 7 5 108.218 0.0618858
868 60 7 5 8.62878 2.85355
2376 60 7 5 103.166 0.961967
7279 60 7 5 0.729795 3.43887
