Seed  np arch1 arch2 chi2/dat duration
8718 32 5 3 40813.3 0.0205035
1139 32 5 3 34.3057 2.54183
4203 32 5 3 27.5166 2.45555
4406 32 5 3 0.661489 3.01347
1010 32 5 3 94.5089 3.0193
2335 32 5 3 303.375 0.027862
3073 32 5 3 40.4016 2.57424
6411 32 5 3 385.148 0.0264602
6025 32 5 3 12.265 3.06139
1080 32 5 3 41.3565 2.88757
2637 32 5 3 246.024 0.236478
3422 32 5 3 12.6686 2.66871
4184 32 5 3 19.3909 2.8507
308 32 5 3 26.2182 2.40832
4731 32 5 3 92.0033 2.48567
6278 32 5 3 2.78835 2.74864
3081 32 5 3 623.997 0.0634479
1005 32 5 3 50.8548 2.61164
2765 32 5 3 5.30106 2.80713
9156 32 5 3 91.764 2.4453
9712 32 5 3 105.407 2.61382
1223 32 5 3 291.605 3.01084
6430 32 5 3 78.3385 2.82013
5979 32 5 3 84.8074 2.77979
7479 32 5 3 2888.17 2.69241
2569 32 5 3 102.937 0.0506112
8326 32 5 3 100.353 0.311017
745 32 5 3 142.754 0.0640991
6514 32 5 3 504.1 0.025562
8033 32 5 3 208.225 0.0158347
9650 32 5 3 3.77907 3.02261
428 32 5 3 90.0503 0.026793
6662 32 5 3 11.9694 2.84761
8002 32 5 3 104.886 0.0371754
542 32 5 3 75.4718 2.87872
2024 32 5 3 180.108 2.58448
2901 32 5 3 275.427 2.38966
5675 32 5 3 29.5175 2.72931
1579 32 5 3 42.4661 3.0311
8815 32 5 3 189.865 2.81206
1611 32 5 3 129.22 2.60804
172 32 5 3 4.50301 2.54478
7798 32 5 3 317.739 0.0400644
5395 32 5 3 5.64314 2.88436
7020 32 5 3 149.844 2.55026
6673 32 5 3 73.8993 0.0674999
3266 32 5 3 71.3293 2.62091
6066 32 5 3 96.0724 0.254106
7041 32 5 3 23.7957 2.58702
8085 32 5 3 4.84976 2.72808
7672 32 5 3 88.9104 0.02128
