Seed  np arch1 arch2 chi2/dat duration
2781 105 10 7 365.715 4.08337
7388 105 10 7 0.410911 4.02135
5951 105 10 7 2.20905 3.68087
6908 105 10 7 5.73758 3.77495
2223 105 10 7 108.836 3.7864
1968 105 10 7 80.6338 3.67034
1701 105 10 7 330.499 3.96631
9847 105 10 7 0.464451 4.00512
6379 105 10 7 50.7403 3.8345
95 105 10 7 0.600976 3.97324
5165 105 10 7 49.5697 0.954066
6382 105 10 7 42.4416 3.59849
7312 105 10 7 0.651414 4.14325
9179 105 10 7 1.13264 4.032
4260 105 10 7 0.273754 3.84732
4948 105 10 7 10.2371 4.77796
1451 105 10 7 10.9159 3.98593
1572 105 10 7 0.684518 3.82003
6101 105 10 7 0.451352 4.07382
138 105 10 7 0.554593 4.06964
8370 105 10 7 1.4804 3.64179
9980 105 10 7 161.57 4.1291
9391 105 10 7 32.0863 4.28773
3865 105 10 7 18.9459 3.98885
1098 105 10 7 0.554847 4.10251
7285 105 10 7 3.91234 3.93752
2267 105 10 7 11.4846 3.90125
9413 105 10 7 18.9002 4.14346
1819 105 10 7 25.2188 3.62453
6692 105 10 7 84.0313 3.90978
1244 105 10 7 25.7235 3.68175
1763 105 10 7 228.911 4.05492
785 105 10 7 0.484804 4.15346
648 105 10 7 0.66854 4.00064
1708 105 10 7 25.1047 4.86399
440 105 10 7 327.436 0.76591
7156 105 10 7 1.1169 3.60197
6478 105 10 7 0.609961 4.17672
5680 105 10 7 64.5604 3.83131
2 105 10 7 29.1519 4.27151
9182 105 10 7 49.1288 3.91149
3980 105 10 7 61.3967 4.35972
3935 105 10 7 2.19375 3.94771
1539 105 10 7 19.9053 3.89665
681 105 10 7 2.37508 3.68543
208 105 10 7 68.5101 3.83915
5825 105 10 7 50.1487 3.5542
1321 105 10 7 74.6926 4.38099
6546 105 10 7 135.343 3.91274
906 105 10 7 0.813012 3.72812
927 105 10 7 52.909 3.61297
