Seed  np arch1 arch2 chi2/dat duration
2585 52 9 3 4.53423 2.97316
4822 52 9 3 963.862 3.28826
3886 52 9 3 28.5531 3.14576
4149 52 9 3 71.4686 0.0396189
2743 52 9 3 91.6498 0.205786
9196 52 9 3 53.4936 2.91776
3867 52 9 3 60.8473 2.82589
4581 52 9 3 92.883 0.13415
4457 52 9 3 26.7321 3.41284
1611 52 9 3 5.4291 3.27906
2681 52 9 3 176.645 3.31449
9302 52 9 3 263.717 0.253002
5898 52 9 3 27.9732 2.78244
973 52 9 3 735.567 0.106172
9208 52 9 3 144.143 3.0404
8932 52 9 3 106.569 0.0213941
4732 52 9 3 266.188 0.0192794
9616 52 9 3 14.5281 2.83445
3758 52 9 3 10.9704 2.90979
645 52 9 3 73.3209 0.0289972
4535 52 9 3 762.493 0.0276231
7954 52 9 3 203.817 0.034328
2493 52 9 3 0.653663 2.94299
9707 52 9 3 26.0672 3.06774
9784 52 9 3 96.1907 3.13997
4737 52 9 3 24.4175 3.38337
7414 52 9 3 20.7533 2.80566
1831 52 9 3 6.0204 2.81381
2237 52 9 3 34.577 2.8357
9053 52 9 3 38.4904 0.136034
6429 52 9 3 390.333 0.0441937
3951 52 9 3 81.0356 2.8688
1475 52 9 3 3050.98 0.0274546
1003 52 9 3 3775.24 0.0382827
5015 52 9 3 15.383 3.0252
3886 52 9 3 28.5531 3.15951
9468 52 9 3 1823.99 0.0461089
2437 52 9 3 2.11221 3.02512
3563 52 9 3 33.5901 2.7708
956 52 9 3 16.2389 2.73207
2189 52 9 3 29.5213 2.88311
2079 52 9 3 41.9175 2.99524
9536 52 9 3 1.95145 3.12535
1734 52 9 3 7.95568 3.01373
8765 52 9 3 55.842 0.026254
7706 52 9 3 486.296 0.0477969
53 52 9 3 109.07 3.38761
7304 52 9 3 241.628 2.95617
3818 52 9 3 125.581 0.0450038
5087 52 9 3 995.809 2.79637
9902 52 9 3 1791.63 3.42232
