Seed  np arch1 arch2 chi2/dat duration
1711 67 8 5 7.50441 3.19436
2368 67 8 5 23.3675 3.19437
6659 67 8 5 57.8575 3.29031
4222 67 8 5 1.71343 3.02302
88 67 8 5 0.630916 3.17282
9940 67 8 5 22.9401 3.2703
7819 67 8 5 10.0756 3.13526
8731 67 8 5 165.414 2.99976
1479 67 8 5 10.6683 3.23169
1354 67 8 5 77.8217 3.24015
6959 67 8 5 12.8416 2.93796
5863 67 8 5 2.63875 3.11538
1590 67 8 5 53.6463 3.53839
4640 67 8 5 5.94395 3.32082
834 67 8 5 567.734 3.1514
5400 67 8 5 456.565 0.148603
6606 67 8 5 0.92972 3.07039
5417 67 8 5 29.3564 3.10785
2307 67 8 5 27.4374 3.22452
7609 67 8 5 2783.67 3.44835
9178 67 8 5 13.3445 3.47404
4937 67 8 5 10.5456 3.47804
3775 67 8 5 287.202 3.55571
6458 67 8 5 3.83351 3.49252
7147 67 8 5 4.2768 3.47777
2213 67 8 5 325.714 4.76604
4344 67 8 5 36.6813 3.04001
5388 67 8 5 151.215 3.41015
657 67 8 5 453.493 0.043348
8487 67 8 5 16.7088 3.02223
5663 67 8 5 24.1241 3.37405
7096 67 8 5 82.7995 3.59425
6398 67 8 5 1.19049 3.3511
5912 67 8 5 112.77 3.24207
3906 67 8 5 5.89503 3.09528
9624 67 8 5 0.574663 3.28749
390 67 8 5 124.504 2.89259
5867 67 8 5 26.5721 3.10285
4428 67 8 5 0.44498 3.20338
247 67 8 5 1154.68 0.0260241
206 67 8 5 359.994 0.0410341
1934 67 8 5 0.479058 3.49803
6018 67 8 5 36.9099 0.0750906
5255 67 8 5 13.7112 3.22359
3184 67 8 5 0.64311 3.27216
5594 67 8 5 15.2525 3.32496
1021 67 8 5 422.727 3.02983
1725 67 8 5 30.8124 3.12255
3366 67 8 5 147.339 3.21066
812 67 8 5 46.6932 2.74805
4855 67 8 5 0.633971 3.52893
