Seed  np arch1 arch2 chi2/dat duration
5110 39 5 4 268.539 0.114006
4507 39 5 4 38.5629 2.50639
4797 39 5 4 16.8474 2.63815
4614 39 5 4 39.4749 2.67785
9002 39 5 4 51.0106 2.79507
1366 39 5 4 30.3614 2.82052
5505 39 5 4 12.15 2.73909
5371 39 5 4 77.6835 2.65259
7730 39 5 4 32.1553 2.90792
4144 39 5 4 280.195 0.727844
9038 39 5 4 157.683 2.91319
2056 39 5 4 37.9665 3.13921
4507 39 5 4 38.5629 2.49764
217 39 5 4 44.2932 2.68769
2406 39 5 4 64.668 3.08601
9191 39 5 4 104.593 2.71267
2139 39 5 4 22.7579 2.64445
2366 39 5 4 64.8205 2.69413
8632 39 5 4 41.2479 3.1373
4593 39 5 4 14.9743 3.13772
2706 39 5 4 23.3284 2.98472
8868 39 5 4 3.98319 2.94004
6803 39 5 4 56.435 1.08563
7203 39 5 4 31.0568 2.66102
2407 39 5 4 269.329 0.0393124
5257 39 5 4 290.12 0.0276608
5077 39 5 4 389.385 0.0844704
5259 39 5 4 114.692 2.65538
5690 39 5 4 283.489 2.97532
7091 39 5 4 77.6878 3.09931
8477 39 5 4 75.9154 2.8067
2096 39 5 4 658.361 0.42816
2412 39 5 4 778.824 3.15048
9732 39 5 4 0.792071 3.0728
9804 39 5 4 15.9086 2.65759
6993 39 5 4 93.3213 0.64596
4084 39 5 4 237.055 2.75078
6699 39 5 4 371.09 2.7442
879 39 5 4 17.1283 2.77995
3378 39 5 4 16.9142 3.03647
5791 39 5 4 568.124 0.153162
4139 39 5 4 0.892511 3.06237
5456 39 5 4 0.75076 3.0448
15 39 5 4 32.931 2.89907
2632 39 5 4 100.855 3.07915
1212 39 5 4 34.2576 2.66365
1519 39 5 4 55.9034 2.73798
5345 39 5 4 977.124 0.0197734
5965 39 5 4 71.1597 3.09924
968 39 5 4 0.550478 2.90988
4916 39 5 4 5218.88 0.0382599
