Seed  np arch1 arch2 chi2/dat duration
5194 53 6 5 0.612697 2.84583
71 53 6 5 20.2786 2.96524
88 53 6 5 0.594808 3.31808
6112 53 6 5 27.609 2.96943
1987 53 6 5 43.0348 3.33731
131 53 6 5 98.818 3.43174
6474 53 6 5 33.0525 3.09735
2111 53 6 5 20.1429 3.01662
4353 53 6 5 46.9681 3.1973
8512 53 6 5 175.255 2.98379
8419 53 6 5 58.9786 2.9494
8868 53 6 5 0.742484 3.14489
9982 53 6 5 119.789 2.90878
2403 53 6 5 164.755 0.0605383
3924 53 6 5 34.3785 3.30226
8959 53 6 5 86.6135 2.80937
9926 53 6 5 3.18864 3.16542
1152 53 6 5 0.618912 2.9824
3016 53 6 5 322.911 3.44229
710 53 6 5 418.448 3.01126
881 53 6 5 35.5476 3.1851
2048 53 6 5 163.06 2.7421
5675 53 6 5 10.2111 3.12079
2147 53 6 5 1.53197 3.19797
8244 53 6 5 462.152 3.14924
3611 53 6 5 171.54 3.3043
704 53 6 5 18.4777 2.71384
1583 53 6 5 18.8273 3.07397
1683 53 6 5 17.0532 2.74695
2855 53 6 5 2.41111 3.33991
4594 53 6 5 1.01476 2.82954
499 53 6 5 46.3075 2.9869
663 53 6 5 29.0103 3.01912
5956 53 6 5 16.7409 2.72833
734 53 6 5 16.2852 3.08954
79 53 6 5 28.3899 3.05014
5758 53 6 5 46.7277 3.07095
9316 53 6 5 2.96269 2.92937
2419 53 6 5 58.7369 2.82041
224 53 6 5 2.17915 3.02317
4435 53 6 5 154.167 2.90147
8065 53 6 5 280.716 2.91715
7449 53 6 5 0.621555 3.05265
6137 53 6 5 73.3633 3.23128
9249 53 6 5 13.1961 2.7005
8585 53 6 5 110.507 2.97795
5238 53 6 5 13.7806 3.13303
7257 53 6 5 0.643549 3.30261
7980 53 6 5 58.5753 3.35527
1235 53 6 5 10.8756 2.78889
7928 53 6 5 0.695409 3.29586
