Seed  np arch1 arch2 chi2/dat duration
4736 21 4 2 63.3526 0.0286461
728 21 4 2 8.18136 2.8251
2481 21 4 2 68.8545 2.30514
3654 21 4 2 712.811 0.0219178
4499 21 4 2 37.8202 2.84766
3347 21 4 2 291.249 2.50501
4830 21 4 2 119.331 0.0552103
5570 21 4 2 97.7234 2.67502
6628 21 4 2 220.106 0.0256913
358 21 4 2 56.3815 2.73687
242 21 4 2 117.911 2.89743
7458 21 4 2 478.58 2.54713
119 21 4 2 81.2708 0.0520514
9409 21 4 2 50.862 2.44075
9327 21 4 2 92.5244 0.0311858
1718 21 4 2 27.6841 2.553
9017 21 4 2 637.189 0.125432
5511 21 4 2 50.4653 2.48678
8569 21 4 2 614.354 2.59852
4868 21 4 2 13.5223 2.76529
7440 21 4 2 64.2211 0.0247152
133 21 4 2 328.756 2.6458
5021 21 4 2 79.2041 2.31124
243 21 4 2 28.0278 2.06308
4127 21 4 2 141.592 2.58406
3205 21 4 2 45.5871 2.72831
4063 21 4 2 144.193 2.62343
5372 21 4 2 86.2546 2.3276
6565 21 4 2 1703.91 2.95135
6001 21 4 2 82.1503 2.62346
9630 21 4 2 13.6089 2.71097
6248 21 4 2 290.496 2.28873
1426 21 4 2 5.40274 2.89708
1828 21 4 2 7739.93 2.59522
3276 21 4 2 649.845 0.0258652
2321 21 4 2 71.3142 2.54854
3212 21 4 2 198.276 2.40647
4725 21 4 2 3.58195 2.73586
263 21 4 2 21.2217 3.85744
3389 21 4 2 175.547 0.0196044
1127 21 4 2 302.348 2.6866
8242 21 4 2 116.79 2.78654
2017 21 4 2 76.2385 2.65106
6464 21 4 2 1251.17 2.62533
1119 21 4 2 2463.5 0.144449
3302 21 4 2 85.7537 2.76023
812 21 4 2 34.2865 0.831714
6956 21 4 2 741.089 0.0277155
2392 21 4 2 218.778 0.0290293
3263 21 4 2 72.3425 0.0244208
2525 21 4 2 219.854 2.84819
