Seed  np arch1 arch2 chi2/dat duration
7169 57 10 3 17.534 3.0122
9347 57 10 3 602.032 0.0221922
8786 57 10 3 26.485 2.81846
5159 57 10 3 80.0252 3.1788
167 57 10 3 1.96033 4.46382
20 57 10 3 683.901 0.057884
9625 57 10 3 30.5476 3.24293
5179 57 10 3 76.6116 3.11891
6322 57 10 3 157.175 0.0744964
3745 57 10 3 73.0869 2.91292
667 57 10 3 247.283 0.0385988
9596 57 10 3 10.4335 2.87964
9289 57 10 3 5.72093 3.12746
7419 57 10 3 509.225 2.9822
120 57 10 3 7.67741 3.05624
2654 57 10 3 21.9816 2.93815
6913 57 10 3 5285.94 0.129053
2613 57 10 3 503.307 2.98556
3933 57 10 3 1503.16 2.84022
9323 57 10 3 46.1647 2.74223
1612 57 10 3 15.8018 3.00026
1435 57 10 3 400.153 0.0229017
4425 57 10 3 11.5819 2.99789
770 57 10 3 767.741 0.174958
9870 57 10 3 30.6771 3.16879
7032 57 10 3 9.57587 3.03048
1441 57 10 3 2502.38 0.02976
6599 57 10 3 6301.66 0.0299493
4346 57 10 3 50.0521 3.03854
2437 57 10 3 0.859474 3.35296
9224 57 10 3 9.43857 2.96807
6595 57 10 3 263.712 3.09113
7238 57 10 3 445.583 0.0314151
1104 57 10 3 988.895 0.023247
5891 57 10 3 117.048 3.2005
4037 57 10 3 1.37376 3.0198
5499 57 10 3 73299.1 0.0218279
5846 57 10 3 65.5438 3.15005
9379 57 10 3 107.016 3.27098
4718 57 10 3 92.1039 3.08935
1478 57 10 3 47913.9 0.0242302
1635 57 10 3 48.9305 3.31571
7659 57 10 3 6.91633 3.32222
53 57 10 3 66.9923 3.19468
4588 57 10 3 141.753 0.10907
3947 57 10 3 338.573 0.0399202
5248 57 10 3 47.5579 3.0471
4436 57 10 3 49.1916 2.78948
5727 57 10 3 182.321 2.93558
2430 57 10 3 34.459 2.84916
7181 57 10 3 58.9376 3.20705
